SplitNumber,Transformer,Encoder,Model,Split,R2,MAE,MAPE,MSE,RMSE
1,StandardScaler,SumEncoder,LinearRegression,Train,0.5986062639719784,3603.6341264209223,0.2569861567079355,21446061.73537113,4630.989282580033
1,StandardScaler,SumEncoder,LinearRegression,Test,0.5835295011863906,3583.534198572095,0.259534926581643,21724845.62177477,4660.991913935784
1,StandardScaler,SumEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
1,StandardScaler,SumEncoder,DecisionTreeRegressor,Test,0.813415018741181,1617.640368794193,0.10084361263649591,9733054.141257988,3119.78431005382
1,StandardScaler,SumEncoder,RandomForestRegressor,Train,0.9892026912131885,430.9426146787018,0.02823073605407867,576889.2985456525,759.5322893370976
1,StandardScaler,SumEncoder,RandomForestRegressor,Test,0.9004889943199076,1220.6525699783292,0.07920658331177506,5190910.86217633,2278.357053268063
1,StandardScaler,SumEncoder,SVR,Train,0.020965629049322865,5695.103818378742,0.43493996323998585,52308817.19338212,7232.483473426131
1,StandardScaler,SumEncoder,SVR,Test,0.03063705768404268,5590.425859055794,0.43921702415969394,50566031.28738913,7110.979629234577
1,MinMaxScaler,OneHotEncoder,LinearRegression,Train,0.5986062639719782,3603.6341264209223,0.2569861567079354,21446061.735371135,4630.989282580033
1,MinMaxScaler,OneHotEncoder,LinearRegression,Test,0.5835295011863906,3583.5341985720943,0.2595349265816429,21724845.62177477,4660.991913935784
1,MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
1,MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8300797728994092,1573.2204134614358,0.09904424880757941,8863750.763362866,2977.205193358843
1,MinMaxScaler,OneHotEncoder,RandomForestRegressor,Train,0.9893294808936496,431.4406522613517,0.028229608555397086,570115.0540308214,755.059636075735
1,MinMaxScaler,OneHotEncoder,RandomForestRegressor,Test,0.8992170957118368,1226.0038571668667,0.07919471048158129,5257258.420972456,2292.871217703353
1,MinMaxScaler,OneHotEncoder,SVR,Train,0.04343844046796641,5614.830607054762,0.42803091598047155,51108117.5865055,7148.9941660701825
1,MinMaxScaler,OneHotEncoder,SVR,Test,0.052724355244828436,5514.660835803125,0.4324291204190853,49413865.33307258,7029.499650264774
1,MinMaxScaler,HelmertEncoder,LinearRegression,Train,0.5986062639719782,3603.6341264209223,0.2569861567079354,21446061.735371135,4630.989282580033
1,MinMaxScaler,HelmertEncoder,LinearRegression,Test,0.5835295011863906,3583.5341985720943,0.2595349265816429,21724845.62177477,4660.991913935784
1,MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
1,MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,Test,0.836393562231571,1550.700089467786,0.09792967534984832,8534397.066233382,2921.3690397197993
1,MinMaxScaler,HelmertEncoder,RandomForestRegressor,Train,0.9888023936012313,434.2230574881328,0.028378697273371962,598276.7954794753,773.4835457070017
1,MinMaxScaler,HelmertEncoder,RandomForestRegressor,Test,0.9005611730488768,1210.0083709279365,0.07822111671907808,5187145.717349745,2277.5306183122425
1,MinMaxScaler,HelmertEncoder,SVR,Train,0.04343844046796641,5614.830607054762,0.42803091598047155,51108117.5865055,7148.9941660701825
1,MinMaxScaler,HelmertEncoder,SVR,Test,0.052724355244828436,5514.660835803125,0.4324291204190853,49413865.33307258,7029.499650264774
1,MinMaxScaler,SumEncoder,LinearRegression,Train,0.5986062639719782,3603.6341264209223,0.2569861567079354,21446061.735371135,4630.989282580033
1,MinMaxScaler,SumEncoder,LinearRegression,Test,0.5835295011863906,3583.5341985720943,0.2595349265816429,21724845.62177477,4660.991913935784
1,MinMaxScaler,SumEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
1,MinMaxScaler,SumEncoder,DecisionTreeRegressor,Test,0.8138530389251113,1617.1333604005972,0.10115317740917464,9710205.17379879,3116.1202117053813
1,MinMaxScaler,SumEncoder,RandomForestRegressor,Train,0.9889988663762919,432.45654809826436,0.02839635781066638,587779.4536301439,766.6677596130829
1,MinMaxScaler,SumEncoder,RandomForestRegressor,Test,0.9009802145215043,1218.9708408135127,0.07933061789916898,5165286.75896521,2272.726723335916
1,MinMaxScaler,SumEncoder,SVR,Train,0.04343844046796641,5614.830607054762,0.42803091598047155,51108117.5865055,7148.9941660701825
1,MinMaxScaler,SumEncoder,SVR,Test,0.052724355244828436,5514.660835803125,0.4324291204190853,49413865.33307258,7029.499650264774
1,RobustScaler,OneHotEncoder,LinearRegression,Train,0.5986062639719784,3603.6341264209223,0.2569861567079355,21446061.73537113,4630.989282580033
1,RobustScaler,OneHotEncoder,LinearRegression,Test,0.5835295011863906,3583.534198572095,0.25953492658164296,21724845.62177477,4660.991913935784
1,RobustScaler,OneHotEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
1,RobustScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8101101494601696,1646.2826261780551,0.10335221571228619,9905449.965535212,3147.2924817269864
1,RobustScaler,OneHotEncoder,RandomForestRegressor,Train,0.9890083826449966,433.82700867489524,0.028394384551297155,587271.0090087802,766.3360940271443
1,RobustScaler,OneHotEncoder,RandomForestRegressor,Test,0.8984725701587108,1222.378056972319,0.07899744763574966,5296095.992299129,2301.3248341551284
1,RobustScaler,OneHotEncoder,SVR,Train,0.0034440750467177317,5758.900428921637,0.440312816994656,53244976.11942295,7296.915520918613
1,RobustScaler,OneHotEncoder,SVR,Test,0.013827940706747865,5649.259020322691,0.4444104784323055,51442865.23459632,7172.368174779954
1,RobustScaler,HelmertEncoder,LinearRegression,Train,0.5986062639719784,3603.6341264209223,0.2569861567079355,21446061.73537113,4630.989282580033
1,RobustScaler,HelmertEncoder,LinearRegression,Test,0.5835295011863906,3583.534198572095,0.25953492658164296,21724845.62177477,4660.991913935784
1,RobustScaler,HelmertEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
1,RobustScaler,HelmertEncoder,DecisionTreeRegressor,Test,0.8270147846764416,1591.5195845273415,0.10039615004655628,9023633.386900937,3003.9363153870186
1,RobustScaler,HelmertEncoder,RandomForestRegressor,Train,0.988875963874526,432.84260005901217,0.028421751312544912,594346.0101150132,770.9383957976236
1,RobustScaler,HelmertEncoder,RandomForestRegressor,Test,0.8990554372076258,1222.8036146416005,0.07904051452169172,5265691.205665336,2294.7093945999645
1,RobustScaler,HelmertEncoder,SVR,Train,0.0034440750467177317,5758.900428921637,0.440312816994656,53244976.11942295,7296.915520918613
1,RobustScaler,HelmertEncoder,SVR,Test,0.013827940706747865,5649.259020322691,0.4444104784323055,51442865.23459632,7172.368174779954
1,RobustScaler,SumEncoder,LinearRegression,Train,0.5986062639719784,3603.6341264209223,0.2569861567079355,21446061.73537113,4630.989282580033
1,RobustScaler,SumEncoder,LinearRegression,Test,0.5835295011863906,3583.534198572095,0.25953492658164296,21724845.62177477,4660.991913935784
1,RobustScaler,SumEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
1,RobustScaler,SumEncoder,DecisionTreeRegressor,Test,0.8243927435596281,1584.4329249380132,0.09910384480735068,9160410.034080004,3026.6169288629844
1,RobustScaler,SumEncoder,RandomForestRegressor,Train,0.989071033477015,433.8219719872813,0.02841478696803018,583923.638358372,764.1489634609027
1,RobustScaler,SumEncoder,RandomForestRegressor,Test,0.8984668713084496,1229.4489221499175,0.07948118092855193,5296393.26819862,2301.3894212407035
1,RobustScaler,SumEncoder,SVR,Train,0.0034440750467177317,5758.900428921637,0.440312816994656,53244976.11942295,7296.915520918613
1,RobustScaler,SumEncoder,SVR,Test,0.013827940706747865,5649.259020322691,0.4444104784323055,51442865.23459632,7172.368174779954
2,StandardScaler,OneHotEncoder,LinearRegression,Train,0.5980752993736314,3616.780865785869,0.257848742907137,21642473.834672756,4652.147228396018
2,StandardScaler,OneHotEncoder,LinearRegression,Test,0.5852204955274747,3553.5992056115474,0.25614309512865013,20946798.97705668,4576.767306413631
2,StandardScaler,OneHotEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
2,StandardScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8459455737164495,1550.6622611323655,0.10012962358433926,7779909.7209275905,2789.2489528415335
2,StandardScaler,OneHotEncoder,RandomForestRegressor,Train,0.9882289455214547,434.66282399391486,0.027978128138544854,633836.9803134962,796.1387946291126
2,StandardScaler,OneHotEncoder,RandomForestRegressor,Test,0.8958036036376851,1278.016076231167,0.08244688476715517,5262027.041357109,2293.9108616851504
2,StandardScaler,OneHotEncoder,SVR,Train,0.0237261744303936,5720.589909706238,0.4401040943253742,52569500.437365994,7250.482772710104
2,StandardScaler,OneHotEncoder,SVR,Test,0.030103748816230458,5493.1875935644775,0.4261996778661762,48980775.52791191,6998.626688709143
2,StandardScaler,HelmertEncoder,LinearRegression,Train,0.5980752993736314,3616.780865785869,0.257848742907137,21642473.834672756,4652.147228396018
2,StandardScaler,HelmertEncoder,LinearRegression,Test,0.5852204955274747,3553.5992056115474,0.25614309512865013,20946798.97705668,4576.767306413631
2,StandardScaler,HelmertEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
2,StandardScaler,HelmertEncoder,DecisionTreeRegressor,Test,0.8212117126259696,1604.2336988401703,0.10240001543002505,9028995.586073192,3004.828711602908
2,StandardScaler,HelmertEncoder,RandomForestRegressor,Train,0.9883858520369373,433.5570316460585,0.02819777260351378,625388.0217137177,790.8147834440867
2,StandardScaler,HelmertEncoder,RandomForestRegressor,Test,0.8958893229043315,1269.3426692811888,0.08202692085191572,5257698.128699802,2292.9671015301988
2,StandardScaler,HelmertEncoder,SVR,Train,0.0237261744303936,5720.589909706238,0.4401040943253742,52569500.437365994,7250.482772710104
2,StandardScaler,HelmertEncoder,SVR,Test,0.030103748816230458,5493.1875935644775,0.4261996778661762,48980775.52791191,6998.626688709143
2,StandardScaler,SumEncoder,LinearRegression,Train,0.5980752993736314,3616.780865785869,0.257848742907137,21642473.834672756,4652.147228396018
2,StandardScaler,SumEncoder,LinearRegression,Test,0.5852204955274747,3553.5992056115474,0.25614309512865013,20946798.97705668,4576.767306413631
2,StandardScaler,SumEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
2,StandardScaler,SumEncoder,DecisionTreeRegressor,Test,0.8289119156151619,1594.9025647431245,0.10322024485266078,8640127.278073596,2939.4093417000627
2,StandardScaler,SumEncoder,RandomForestRegressor,Train,0.9883149040845267,433.11026226916425,0.028146256626990246,629208.362193604,793.2265516191475
2,StandardScaler,SumEncoder,RandomForestRegressor,Test,0.9007393165937609,1262.3481368949654,0.08162854518820371,5012768.372631778,2238.921251994312
2,StandardScaler,SumEncoder,SVR,Train,0.0237261744303936,5720.589909706238,0.4401040943253742,52569500.437365994,7250.482772710104
2,StandardScaler,SumEncoder,SVR,Test,0.030103748816230458,5493.1875935644775,0.4261996778661762,48980775.52791191,6998.626688709143
2,MinMaxScaler,OneHotEncoder,LinearRegression,Train,0.5980752993736314,3616.7808657858686,0.2578487429071368,21642473.83467276,4652.147228396019
2,MinMaxScaler,OneHotEncoder,LinearRegression,Test,0.5852204955274746,3553.5992056115474,0.25614309512864997,20946798.97705669,4576.767306413632
2,MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
2,MinMaxScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8230782925350648,1583.2164595576726,0.10035660559759196,8934731.347583024,2989.1020972163237
2,MinMaxScaler,OneHotEncoder,RandomForestRegressor,Train,0.9885250846477213,429.7866162687458,0.02796371575081906,617890.7513764414,786.0602721016
2,MinMaxScaler,OneHotEncoder,RandomForestRegressor,Test,0.8949865965679236,1282.446516850027,0.08284352130172742,5303286.753248835,2302.886613198495
2,MinMaxScaler,OneHotEncoder,SVR,Train,0.0473083603925889,5639.6178474527605,0.43365764790177425,51299668.44680703,7162.378686358815
2,MinMaxScaler,OneHotEncoder,SVR,Test,0.05416328826172678,5414.093554541768,0.4198866628382274,47765743.611409,6911.276554400713
2,MinMaxScaler,HelmertEncoder,LinearRegression,Train,0.5980752993736314,3616.7808657858686,0.2578487429071368,21642473.83467276,4652.147228396019
2,MinMaxScaler,HelmertEncoder,LinearRegression,Test,0.5852204955274746,3553.5992056115474,0.25614309512864997,20946798.97705669,4576.767306413632
2,MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
2,MinMaxScaler,HelmertEncoder,DecisionTreeRegressor,Test,0.8292413194582411,1596.1447680927497,0.10295451743168556,8623492.039329037,2936.5782876213325
2,MinMaxScaler,HelmertEncoder,RandomForestRegressor,Train,0.9886102447160046,430.8200380887597,0.028047033328619648,613305.1298739319,783.13800180679
2,MinMaxScaler,HelmertEncoder,RandomForestRegressor,Test,0.8985935203968134,1276.250361255911,0.08279394758913641,5121133.325814196,2262.9921179301964
2,MinMaxScaler,HelmertEncoder,SVR,Train,0.0473083603925889,5639.6178474527605,0.43365764790177425,51299668.44680703,7162.378686358815
2,MinMaxScaler,HelmertEncoder,SVR,Test,0.05416328826172678,5414.093554541768,0.4198866628382274,47765743.611409,6911.276554400713
2,MinMaxScaler,SumEncoder,LinearRegression,Train,0.5980752993736314,3616.7808657858686,0.2578487429071368,21642473.83467276,4652.147228396019
2,MinMaxScaler,SumEncoder,LinearRegression,Test,0.5852204955274746,3553.5992056115474,0.25614309512864997,20946798.97705669,4576.767306413632
2,MinMaxScaler,SumEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
2,MinMaxScaler,SumEncoder,DecisionTreeRegressor,Test,0.829210192914149,1571.9911902125025,0.10136681039570576,8625063.962374695,2936.84592077533
2,MinMaxScaler,SumEncoder,RandomForestRegressor,Train,0.9884448306715988,431.5244670759894,0.02811077985038985,622212.1941134796,788.804281246926
2,MinMaxScaler,SumEncoder,RandomForestRegressor,Test,0.8959929007380328,1276.6813234890417,0.08250722229066791,5252467.339720053,2291.8262019010194
2,MinMaxScaler,SumEncoder,SVR,Train,0.0473083603925889,5639.6178474527605,0.43365764790177425,51299668.44680703,7162.378686358815
2,MinMaxScaler,SumEncoder,SVR,Test,0.05416328826172678,5414.093554541768,0.4198866628382274,47765743.611409,6911.276554400713
2,RobustScaler,OneHotEncoder,LinearRegression,Train,0.5980752993736314,3616.780865785869,0.2578487429071369,21642473.83467276,4652.147228396019
2,RobustScaler,OneHotEncoder,LinearRegression,Test,0.5852204955274749,3553.5992056115474,0.2561430951286501,20946798.977056667,4576.767306413629
2,RobustScaler,OneHotEncoder,DecisionTreeRegressor,Train,1.0,0.0,0.0,0.0,0.0
2,RobustScaler,OneHotEncoder,DecisionTreeRegressor,Test,0.8292619228653242,1585.809558737303,0.10258108399242323,8622451.545713129,2936.401121392159
2,RobustScaler,OneHotEncoder,RandomForestRegressor,Train,0.9879884107630983,435.33929435661366,0.028239058579256432,646789.0760815482,804.2319790219414
