split_index,n_estimators,max_depth,max_features,min_samples_leaf,min_samples_split,Split,R2,MAE,MAPE,MSE,RMSE
2,150,7,log2,10,2,Test,0.8219498621600365,2061.1518674147655,0.15318922648181713,8991718.262245994,2998.6193926949104
2,150,7,log2,10,5,Train,0.8403932390172764,2029.0458660380982,0.1481230433654087,8594358.950873708,2931.6137110597824
2,150,7,log2,10,5,Test,0.8207532666889137,2067.824178470519,0.15210456326520821,9052147.585585732,3008.6787109270626
2,150,7,log2,10,10,Train,0.8446771984063296,1990.4679790294715,0.1466681477367661,8363680.222141942,2892.002804656652
2,150,7,log2,10,10,Test,0.825263655690396,2034.0647522958643,0.15091209621822424,8824368.221601663,2970.5838183094015
2,150,7,log2,15,2,Train,0.8423324494342761,2011.3481421706936,0.15022338547715644,8489938.121189848,2913.749838471012
2,150,7,log2,15,2,Test,0.8229130787608793,2052.910241040111,0.15397283379129845,8943074.8160495,2990.4974195022305
2,150,7,log2,15,5,Train,0.8388977237161915,2028.7809392060158,0.14997141100153727,8674888.091587475,2945.316297375797
2,150,7,log2,15,5,Test,0.8199270724947405,2066.2385551626026,0.15391836517730026,9093871.256873118,3015.6046254230873
2,150,7,log2,15,10,Train,0.8408913975908415,2038.8941901077799,0.14967735551587288,8567534.56342725,2927.0351148264776
2,150,7,log2,15,10,Test,0.8223153454534935,2069.1900394057348,0.15298425007566804,8973260.973505916,2995.540180586119
2,200,3,auto,3,2,Train,0.6891604752765644,3112.051435186679,0.22009111651675786,16737802.553873986,4091.1859593367285
2,200,3,auto,3,2,Test,0.6736325740453235,3060.4352635387268,0.21977791860751927,16481896.50263897,4059.790204264128
2,200,3,auto,3,5,Train,0.6869089648183112,3123.185008258887,0.22054243611361882,16859039.830670603,4105.9761117998
2,200,3,auto,3,5,Test,0.6713444767638743,3071.2923593375904,0.220460468129951,16597447.809484314,4073.9965401905183
2,200,3,auto,3,10,Train,0.6875282413748821,3125.799807339351,0.22097685080092364,16825693.592802852,4101.913406302338
2,200,3,auto,3,10,Test,0.671497215489739,3075.063396220366,0.22101743281503794,16589734.344011215,4073.0497595795728
2,200,3,auto,5,2,Train,0.6846572131716717,3131.0098749527615,0.2208831331578098,16980290.094758946,4120.7147553257
2,200,3,auto,5,2,Test,0.6688161424787866,3078.0321784135785,0.22069265853756026,16725131.336383464,4089.6370665846944
2,200,3,auto,5,5,Train,0.6851364876179926,3129.5162280767177,0.2207329707538566,16954482.562532235,4117.582125778699
2,200,3,auto,5,5,Test,0.6692003478482804,3076.6521291637678,0.22050590648042362,16705728.56321383,4087.264190533055
2,200,3,auto,5,10,Train,0.685319863067258,3133.419035736022,0.22113333132638613,16944608.328984354,4116.382918167885
2,200,3,auto,5,10,Test,0.6687504590505424,3083.576753302268,0.22109983733802696,16728448.418237124,4090.0425936947313
2,200,3,auto,10,2,Train,0.6844337914448089,3133.767117246694,0.22092153322425587,16992320.703652084,4122.17426895711
2,200,3,auto,10,2,Test,0.6684068373218639,3081.414244254815,0.22071805330628702,16745801.675081214,4092.163446770084
2,200,3,auto,10,5,Train,0.6841554328269317,3132.913702128575,0.22091354122847473,17007309.50402856,4123.991937919927
2,200,3,auto,10,5,Test,0.6685775793774276,3080.205311025021,0.22073775558577372,16737179.02262068,4091.1097544090258
2,200,3,auto,10,10,Train,0.6846400703487973,3131.522747639948,0.22108660334839678,16981213.18581291,4120.826759985538
2,200,3,auto,10,10,Test,0.6690353662446943,3077.548566658117,0.2208211358302952,16714060.306822106,4088.2832958128165
2,200,3,auto,15,2,Train,0.6859382080947556,3121.6545879918954,0.22044225619472912,16911312.25124253,4112.336592649309
2,200,3,auto,15,2,Test,0.6699807069999124,3070.8214111386387,0.2203186681680327,16666319.6095339,4082.440398773006
2,200,3,auto,15,5,Train,0.6851957691027111,3123.702000920755,0.22054593941884093,16951290.427339002,4117.194485002986
2,200,3,auto,15,5,Test,0.6699080003688316,3071.8105679201467,0.22029165808437648,16669991.370479485,4082.890075728158
2,200,3,auto,15,10,Train,0.6851135351959365,3133.2475927249343,0.2211914407206402,16955718.48357172,4117.732201536633
2,200,3,auto,15,10,Test,0.6689553688441835,3085.3323812203007,0.22124222528851967,16718100.259252535,4088.777355060133
2,200,3,sqrt,3,2,Train,0.590945591163059,3534.357443480581,0.2878056347479592,22026387.84432604,4693.227870488076
2,200,3,sqrt,3,2,Test,0.5830715369615869,3433.0804783269796,0.280547271198265,21055323.6331795,4588.608027842376
2,200,3,sqrt,3,5,Train,0.604172660706801,3481.8835876226103,0.2812837334175965,21314148.69588926,4616.724888477682
2,200,3,sqrt,3,5,Test,0.5968016318349758,3381.5340248210155,0.2743173289524466,20361939.475699168,4512.420578325913
2,200,3,sqrt,3,10,Train,0.5812348203770685,3586.790192301675,0.2930580416328856,22549284.551900312,4748.6086964394435
2,200,3,sqrt,3,10,Test,0.5731612504931851,3495.1091492425044,0.28666699994604167,21555803.46938223,4642.822791081115
2,200,3,sqrt,5,2,Train,0.5912051383836587,3537.515468550946,0.28817659647620336,22012411.982872542,4691.738695075904
2,200,3,sqrt,5,2,Test,0.5829080600025782,3445.080524002464,0.2814916429454299,21063579.39066224,4589.507532476904
2,200,3,sqrt,5,5,Train,0.5952809691464707,3524.12722505624,0.28581989714625966,21792940.374132793,4668.290947887974
2,200,3,sqrt,5,5,Test,0.5871935742206457,3422.5636165197893,0.2785107097286091,20847156.438536547,4565.868640087727
2,200,3,sqrt,5,10,Train,0.6088988267251334,3452.21561924777,0.27804489169694296,21059658.428854976,4589.080346742142
2,200,3,sqrt,5,10,Test,0.6015011667495039,3353.1449320068446,0.2713679422856215,20124608.045194987,4486.045925444253
2,200,3,sqrt,10,2,Train,0.5852617944871685,3569.922116287843,0.2917224865476919,22332443.731530417,4725.721503805574
2,200,3,sqrt,10,2,Test,0.5768928320194142,3485.0210693514678,0.28568539314028785,21367354.69779738,4622.48360708801
2,200,3,sqrt,10,5,Train,0.5844210223292587,3575.3587110763533,0.29212630334478795,22377716.862044986,4730.509154630713
2,200,3,sqrt,10,5,Test,0.5774065196605902,3474.2563811850696,0.28512459347613944,21341412.93442507,4619.6767131938
2,200,3,sqrt,10,10,Train,0.590102767254171,3557.6336073763387,0.28905140032777216,22071771.45565154,4698.060392933614
2,200,3,sqrt,10,10,Test,0.5839004068137661,3454.106827138439,0.282135082471652,21013464.83836316,4584.044593845391
2,200,3,sqrt,15,2,Train,0.5921054292438441,3532.0897484169773,0.2869235542430096,21963933.943690594,4686.569528310723
2,200,3,sqrt,15,2,Test,0.5860116735604356,3422.334933355879,0.27918725488657836,20906843.658549394,4572.400207609719
2,200,3,sqrt,15,5,Train,0.5814125523403314,3593.6478946194425,0.29252159797911453,22539714.203627344,4747.600889252101
2,200,3,sqrt,15,5,Test,0.5740451957099115,3495.8183847742202,0.28576250777798273,21511163.311028592,4638.012862318149
2,200,3,sqrt,15,10,Train,0.5948302290714955,3522.781246165384,0.2861378785447313,21817211.413617767,4670.889788211424
2,200,3,sqrt,15,10,Test,0.5873305608059053,3418.5417853929043,0.27865548109059524,20840238.472646125,4565.111003321401
2,200,3,log2,3,2,Train,0.5727493063427919,3629.998118572458,0.2979054686738341,23006204.75405355,4796.478370018315
2,200,3,log2,3,2,Test,0.566106565447811,3531.8692549018865,0.2909938135146179,21912072.445786506,4681.033266895943
2,200,3,log2,3,5,Train,0.5967475117689194,3515.428493452064,0.2857536605204437,21713971.32773103,4659.825246479853
2,200,3,log2,3,5,Test,0.5906427847282298,3409.3407227698453,0.27841103973906567,20672967.698849913,4546.75353398993
2,200,3,log2,3,10,Train,0.5962374066330698,3514.2221322265723,0.2849913139964534,21741439.00274168,4662.771600962424
2,200,3,log2,3,10,Test,0.587353967662651,3426.109545158645,0.2787515024562453,20839056.401888892,4564.981533575891
2,200,3,log2,5,2,Train,0.5826157044344307,3582.04081775332,0.29263037094535493,22474927.969601188,4740.772929554967
2,200,3,log2,5,2,Test,0.5757233767742601,3487.5823541951236,0.28579162347546805,21426413.411327742,4628.867400490939
2,200,3,log2,5,5,Train,0.579083210947287,3613.5211935112197,0.2956435934987414,22665142.449446578,4760.792208177813
2,200,3,log2,5,5,Test,0.5716346513718638,3521.250193174979,0.28915463810199044,21632898.322353657,4651.117964785849
2,200,3,log2,5,10,Train,0.5763578391683648,3615.669219338717,0.29609055076781254,22811895.77742855,4776.180040307165
2,200,3,log2,5,10,Test,0.5683137615283411,3520.8402417653147,0.2891671001095861,21800606.73423789,4669.1119856175965
2,200,3,log2,10,2,Train,0.5932852732423328,3530.61907043268,0.2868035664073421,21900402.782688316,4679.786617217533
2,200,3,log2,10,2,Test,0.5861904139173817,3433.381210478638,0.27994738448987533,20897817.083500084,4571.413029195686
2,200,3,log2,10,5,Train,0.5908228146907979,3546.09790679624,0.28845145743322737,22032998.99956055,4693.932146885013
2,200,3,log2,10,5,Test,0.5837287355349895,3449.898715445226,0.2816677960184061,21022134.41756824,4584.990121861577
2,200,3,log2,10,10,Train,0.5978394831716201,3506.343162123862,0.2836812455356192,21655171.8499325,4653.511776060365
2,200,3,log2,10,10,Test,0.5903057693275214,3406.4646801122744,0.276737181298629,20689987.329219032,4548.624773403389
2,200,3,log2,15,2,Train,0.5686950825717907,3651.5339972026295,0.30015314741505444,23224512.88925166,4819.181765533612
2,200,3,log2,15,2,Test,0.5631627758764071,3550.206759645256,0.2932311521247396,22060736.899352916,4696.885872506688
2,200,3,log2,15,5,Train,0.5898537577799587,3547.232682391448,0.28878090892857733,22085179.890171304,4699.48719438316
2,200,3,log2,15,5,Test,0.5823595587104818,3447.623245573796,0.28188091342988797,21091279.27983302,4592.524281899119
2,200,3,log2,15,10,Train,0.5931432516205428,3538.2488802578255,0.28723619907171755,21908050.2331405,4680.603618459963
2,200,3,log2,15,10,Test,0.5862580319735231,3438.850013761556,0.2806171262113684,20894402.300913334,4571.0395208216405
2,200,5,auto,3,2,Train,0.8407596929409697,1981.6900258477845,0.1355752115652927,8574626.475007486,2928.246313923657
2,200,5,auto,3,2,Test,0.8169616449671524,2020.3581147574564,0.13816928679956988,9243628.449867526,3040.33360831793
2,200,5,auto,3,5,Train,0.8411182379062159,1985.048861245886,0.13597533303530754,8555319.87350526,2924.9478411597806
2,200,5,auto,3,5,Test,0.8164511711900798,2025.7791955193495,0.13871800818629,9269407.909739817,3044.57023399688
2,200,5,auto,3,10,Train,0.8435150132327153,1963.0556494144757,0.134777761046874,8426260.506886309,2902.802181838492
2,200,5,auto,3,10,Test,0.8196568325914357,1999.9113413689054,0.1373250767125326,9107518.654753352,3017.866573384806
2,200,5,auto,5,2,Train,0.8402712017132129,1979.9236161451138,0.13527588265699889,8600930.304054866,2932.734270958565
2,200,5,auto,5,2,Test,0.8149876674008382,2022.4437616065256,0.1381055810614906,9343316.382421924,3056.683886570858
2,200,5,auto,5,5,Train,0.8413400830568581,1983.8486751569974,0.13600870194135004,8543374.158647127,2922.905088887959
2,200,5,auto,5,5,Test,0.8174759871139433,2022.4968977889594,0.13860016416989557,9217653.633276824,3036.058898189695
2,200,5,auto,5,10,Train,0.8406167637658553,1985.8332271398529,0.13608291994208596,8582322.794561388,2929.5601708381732
2,200,5,auto,5,10,Test,0.8174494225576173,2020.8327490940515,0.1385135050895733,9218995.171166895,3036.279824253176
2,200,5,auto,10,2,Train,0.8413358894382225,1981.4634147610648,0.13589085074912854,8543599.972789561,2922.943717006806
2,200,5,auto,10,2,Test,0.819663865498089,2011.1491303715034,0.13804164633245633,9107163.48560854,3017.8077284029446
2,200,5,auto,10,5,Train,0.8391447522886565,1987.8125926555672,0.1359901401531918,8661586.322854036,2943.0573087954026
2,200,5,auto,10,5,Test,0.815515218488286,2025.1315140976546,0.1385761387350302,9316674.500506975,3052.3228041127913
2,200,5,auto,10,10,Train,0.8399339922822,1976.1398840460165,0.13520169617120567,8619088.049214909,2935.8283412377687
2,200,5,auto,10,10,Test,0.8160114604111853,2015.81338762606,0.13795926601233277,9291613.764161821,3048.214848753582
2,200,5,auto,15,2,Train,0.8393126017127364,1984.6190075792008,0.1356709270683196,8652548.120516248,2941.52139555643
2,200,5,auto,15,2,Test,0.8160602112620905,2025.7111515612685,0.13848575176211533,9289151.795181047,3047.8109841624114
2,200,5,auto,15,5,Train,0.8379562390872539,1994.4436342359566,0.13643454623214438,8725584.295169324,2953.9100011966043
2,200,5,auto,15,5,Test,0.8153488356215546,2024.7663870061676,0.13872644001807075,9325077.009370286,3053.6989061415807
2,200,5,auto,15,10,Train,0.8407664110368795,1980.2414196875177,0.13567966830376982,8574264.725120705,2928.184544239093
2,200,5,auto,15,10,Test,0.8170609061661698,2013.975529312363,0.1381186347071968,9238615.65545599,3039.5091142248593
2,200,5,sqrt,3,2,Train,0.7469741213712247,2683.5880405975936,0.20731757935922024,13624706.192936802,3691.1659665933207
2,200,5,sqrt,3,2,Test,0.7331003794599815,2653.1852596024582,0.20580339137287246,13478710.10553946,3671.336283363247
2,200,5,sqrt,3,5,Train,0.7446495934223432,2695.413774535885,0.20625902041897418,13749875.248815257,3708.0824220633576
2,200,5,sqrt,3,5,Test,0.7304096426029674,2661.8381461677595,0.20491491740504672,13614595.13224951,3689.7960827462416
2,200,5,sqrt,3,10,Train,0.7509374215065876,2665.4866437808378,0.20250295895776144,13411294.030547002,3662.143365646272
2,200,5,sqrt,3,10,Test,0.7363233039586345,2629.3283817982197,0.20085585836974806,13315949.046076383,3649.10249870792
2,200,5,sqrt,5,2,Train,0.7467038241570234,2685.7483236347566,0.2045685750625284,13639260.910217976,3693.1370012792613
2,200,5,sqrt,5,2,Test,0.7326482669424716,2651.3251139312115,0.20292528447128935,13501542.260737997,3674.4444832842414
2,200,5,sqrt,5,5,Train,0.746700427757556,2696.344820737467,0.20530678408934516,13639443.796431467,3693.1617614764
2,200,5,sqrt,5,5,Test,0.7342228812519918,2656.4328749348065,0.2035776603665194,13422022.59052223,3663.607865277373
2,200,5,sqrt,5,10,Train,0.7537934370531698,2659.163266936267,0.20094794978723993,13257505.91640026,3641.0858155775813
2,200,5,sqrt,5,10,Test,0.7397524756818592,2614.542525589761,0.19866797277051276,13142772.285967324,3625.2961652763383
2,200,5,sqrt,10,2,Train,0.7472107878416436,2694.8417393054874,0.20467255903115417,13611962.393201169,3689.4393060736434
2,200,5,sqrt,10,2,Test,0.7355014941901865,2653.0025319487963,0.20298482347806887,13357451.299277045,3654.784713122928
2,200,5,sqrt,10,5,Train,0.7442667217351564,2708.1165697872902,0.206335025208775,13770491.77340074,3710.861325002693
2,200,5,sqrt,10,5,Test,0.7306659288801345,2676.7204448305524,0.20514636991353097,13601652.407089489,3688.041812003965
2,200,5,sqrt,10,10,Train,0.7446781192056788,2718.233206292102,0.20741115256046258,13748339.218512831,3707.875297055287
2,200,5,sqrt,10,10,Test,0.7330398351864378,2673.196646689328,0.20536609920190405,13481767.654703433,3671.752667964365
2,200,5,sqrt,15,2,Train,0.745569781405599,2699.0478730561304,0.20550249224316752,13700325.807540413,3701.3951163771226
2,200,5,sqrt,15,2,Test,0.7342256603400743,2653.006155363471,0.20331198079813823,13421882.243666185,3663.588711040881
2,200,5,sqrt,15,5,Train,0.73874220770126,2736.568581225738,0.21074954367224727,14067970.754517239,3750.729363006246
2,200,5,sqrt,15,5,Test,0.7276791073279036,2688.8572940539834,0.20867090675164476,13752490.02071383,3708.4349826731263
2,200,5,sqrt,15,10,Train,0.7484364682403388,2671.0058847092323,0.20534446197991973,13545963.075624784,3680.4840816969695
2,200,5,sqrt,15,10,Test,0.736340498520666,2622.235905877808,0.20250985372569458,13315080.702702409,3648.983516364853
2,200,5,log2,3,2,Train,0.7424106694951915,2711.255294544035,0.20695800887916435,13870434.777591886,3724.3032606907677
2,200,5,log2,3,2,Test,0.7283778080234045,2685.3502548469114,0.20651418866832852,13717204.904511185,3703.6745138458355
2,200,5,log2,3,5,Train,0.7429894057698563,2712.7889752993106,0.2099155110043067,13839271.515761772,3720.1171373710495
2,200,5,log2,3,5,Test,0.7279752447833843,2683.726372716193,0.20886781929536574,13737534.769351017,3706.4180510772144
2,200,5,log2,3,10,Train,0.7530753361862766,2653.011791520403,0.20011159074557716,13296173.555383801,3646.391854338176
2,200,5,log2,3,10,Test,0.7384171754757156,2619.4432826464317,0.1987159932094014,13210206.34355819,3634.584755313623
2,200,5,log2,5,2,Train,0.7403648197120142,2731.741451707766,0.2100886067537046,13980597.826374615,3739.063763346998
2,200,5,log2,5,2,Test,0.7265062940348679,2691.6477964428045,0.2082090548714399,13811718.319175875,3716.412022256934
2,200,5,log2,5,5,Train,0.7417043661154895,2715.684392626964,0.20801146790718456,13908467.156270577,3729.405737684032
2,200,5,log2,5,5,Test,0.7302333260896897,2664.776678479432,0.20534020016499857,13623499.300657399,3691.002479091202
2,200,5,log2,5,10,Train,0.7530110376617007,2650.133178817797,0.2002134369398648,13299635.843552638,3646.8665787978366
2,200,5,log2,5,10,Test,0.7379294300495852,2619.1116367182863,0.19914926445738687,13234837.997926278,3637.971687345337
2,200,5,log2,10,2,Train,0.743855467345729,2684.2309481895486,0.2061497120325712,13792636.62378865,3713.8439148392667
2,200,5,log2,10,2,Test,0.7302356105403744,2643.7957383317475,0.2038814053341132,13623383.933507502,3690.9868508987543
2,200,5,log2,10,5,Train,0.7339911060126842,2756.419279597602,0.21390917257753742,14323803.734726274,3784.680136382238
2,200,5,log2,10,5,Test,0.7217095170358201,2715.1930630918023,0.2117719869758942,14053960.576696776,3748.8612373221786
2,200,5,log2,10,10,Train,0.7477085048612842,2695.193965886083,0.206167719369647,13585161.782146774,3685.805445509404
2,200,5,log2,10,10,Test,0.7351693082236159,2653.3107686914664,0.20443675220900553,13374227.038168969,3657.0790308891287
2,200,5,log2,15,2,Train,0.7359257185574821,2748.4624851234526,0.21228026758062282,14219630.487061312,3770.8925318896736
2,200,5,log2,15,2,Test,0.7240778948433797,2699.5882203958054,0.20948290607331954,13934355.019281967,3732.8749000310695
2,200,5,log2,15,5,Train,0.750593315069435,2650.2237947114904,0.20072923817490812,13429823.159388324,3664.672312688861
2,200,5,log2,15,5,Test,0.7375374999337062,2619.94949785727,0.19948711330478028,13254630.878871087,3640.6909892039844
2,200,5,log2,15,10,Train,0.7431001791244247,2708.1480691027673,0.20810055596216862,13833306.693435378,3719.315352781393
2,200,5,log2,15,10,Test,0.731882969180307,2661.948804961754,0.2062267465699041,13540190.598490462,3679.69979733272
2,200,7,auto,3,2,Train,0.9118225043603392,1353.3883598327725,0.0925847609411357,4748101.17222024,2179.0138072578247
2,200,7,auto,3,2,Test,0.8786553511749967,1485.15574825805,0.10066639054381032,6128031.7336587375,2475.4861610719495
2,200,7,auto,3,5,Train,0.9124416004741283,1351.4663523582155,0.0926107245488796,4714764.650670442,2171.350881518333
2,200,7,auto,3,5,Test,0.8800599419079818,1484.0385548243942,0.10068332918368927,6057098.4319607895,2461.117313733904
2,200,7,auto,3,10,Train,0.9132398111094285,1347.0374863038132,0.09252227077168766,4671783.33411507,2161.4308534198058
2,200,7,auto,3,10,Test,0.8798159127845391,1483.3613470293326,0.10082849890541716,6069422.158032552,2463.619726750164
2,200,7,auto,5,2,Train,0.910197049634075,1358.2532714400904,0.0928746917136269,4835627.172308801,2199.0059509489283
2,200,7,auto,5,2,Test,0.8783110791125793,1484.8157557788134,0.10068782053407742,6145417.833037113,2478.9953273528195
2,200,7,auto,5,5,Train,0.9102823848283164,1359.0405353128665,0.09304655693669872,4831032.120783808,2197.960900649465
2,200,7,auto,5,5,Test,0.879127012397086,1486.7103079933415,0.10086072975175497,6104212.348424307,2470.6704248896303
2,200,7,auto,5,10,Train,0.90991097295264,1362.1004733810819,0.0930815357404633,4851031.567915781,2202.505747532973
2,200,7,auto,5,10,Test,0.8781150581662025,1492.0895271764014,0.10104503938487508,6155317.095934082,2480.991151925795
2,200,7,auto,10,2,Train,0.9051772821053594,1380.0274765550882,0.09385866184247701,5105927.025059977,2259.6298424874763
2,200,7,auto,10,2,Test,0.8767556962710498,1489.6853507934761,0.10080427781796009,6223966.29399667,2494.787825446619
2,200,7,auto,10,5,Train,0.9050883463804543,1386.5289617751441,0.09434577263088412,5110715.954668497,2260.6892653941845
2,200,7,auto,10,5,Test,0.8762380519053171,1495.716479848066,0.10123365106042956,6250107.8760991795,2500.0215751267388
2,200,7,auto,10,10,Train,0.9043268245761676,1392.334482621043,0.09433083689601594,5151721.68459284,2269.7404443223986
2,200,7,auto,10,10,Test,0.8758006653184842,1502.1801771065336,0.10140444785036,6272196.356390175,2504.4353368354664
2,200,7,auto,15,2,Train,0.9005215673108902,1424.3051150375486,0.09601423763741732,5356623.698999077,2314.438095737079
2,200,7,auto,15,2,Test,0.8756108722640517,1516.6384615737572,0.10225379554029632,6281781.104227456,2506.3481610158346
2,200,7,auto,15,5,Train,0.9008886949250438,1422.6048741256175,0.0961031455133133,5336854.946864854,2310.1634026329943
2,200,7,auto,15,5,Test,0.8753170142425536,1513.441544533938,0.10216687198633019,6296621.24178908,2509.306924588756
2,200,7,auto,15,10,Train,0.9009608864906901,1418.1224930192677,0.09592094588313987,5332967.641436373,2309.321900783079
2,200,7,auto,15,10,Test,0.8741965428681762,1514.3381751151396,0.10218854650282992,6353206.218591335,2520.556727905828
2,200,7,sqrt,3,2,Train,0.8506810206839501,1972.0311589496737,0.14384839854353365,8040391.88890706,2835.558479190133
2,200,7,sqrt,3,2,Test,0.8277540778952188,2026.0768091626828,0.14874506135996757,8698599.294424893,2949.3387893602344
2,200,7,sqrt,3,5,Train,0.8507919192699863,1961.1995480738924,0.14448678410836258,8034420.323231075,2834.505304851461
2,200,7,sqrt,3,5,Test,0.8276180878232327,2021.310856825335,0.14970331347534557,8705466.935352312,2950.5028275452155
2,200,7,sqrt,3,10,Train,0.8513454462924551,1971.1819176326587,0.1439695640516146,8004614.506166596,2829.242744298657
2,200,7,sqrt,3,10,Test,0.829063751711096,2020.07918280715,0.14811407077986644,8632459.396356441,2938.104728622933
2,200,7,sqrt,5,2,Train,0.8473984196891642,1969.904990059153,0.14652402114939556,8217150.386278854,2866.5572358281725
2,200,7,sqrt,5,2,Test,0.8243878348303137,2028.3647165769619,0.15154311949215876,8868598.091443924,2978.019155654296
2,200,7,sqrt,5,5,Train,0.8445171141991041,2002.702014667616,0.14582218391416574,8372300.290181602,2893.492749287892
2,200,7,sqrt,5,5,Test,0.821519400878485,2058.0293415076458,0.15064845485541098,9013457.007374039,3002.2419968040617
2,200,7,sqrt,5,10,Train,0.8436284953677484,2021.3100274220878,0.14812566473366834,8420149.82462585,2901.749442082457
2,200,7,sqrt,5,10,Test,0.8212404150286965,2069.261899732243,0.1526938737133492,9027546.084702954,3004.5875065810537
2,200,7,sqrt,10,2,Train,0.8378981901455244,2051.6437773789476,0.15111775347339965,8728710.0615145,2954.4390434589272
2,200,7,sqrt,10,2,Test,0.8184523887724178,2094.289872311492,0.1551139525872353,9168344.32787385,3027.927398051983
2,200,7,sqrt,10,5,Train,0.8402526312269618,2039.1370934457982,0.15116571611029073,8601930.270621138,2932.904749667322
2,200,7,sqrt,10,5,Test,0.8202291123027052,2085.3104170952142,0.15544597971996504,9078617.930533974,3013.0744980059776
2,200,7,sqrt,10,10,Train,0.8425752994158051,2024.1497514983878,0.14982603075567025,8476861.357401006,2911.5049986907125
2,200,7,sqrt,10,10,Test,0.8239906910268358,2052.034507108588,0.15303263677019854,8888654.269067777,2981.3846227999124
2,200,7,sqrt,15,2,Train,0.8391392670599527,2038.4920054422996,0.14986123252317715,8661881.686434608,2943.1074880871424
2,200,7,sqrt,15,2,Test,0.8202838834051809,2074.3253422137886,0.15341073071724592,9075851.932549655,3012.615463770585
2,200,7,sqrt,15,5,Train,0.8398298277766149,2042.1965554742542,0.15122186096108106,8624697.004283147,2936.783445248074
2,200,7,sqrt,15,5,Test,0.821212763384362,2074.2854082647177,0.15432405297560378,9028942.52167492,3004.819881735829
2,200,7,sqrt,15,10,Train,0.833303829912368,2087.628269563659,0.1548923396472204,8976102.971127147,2996.01451450542
2,200,7,sqrt,15,10,Test,0.8157868425420572,2109.9407266436165,0.15751239581640628,9302957.20157989,3050.0749501577643
2,200,7,log2,3,2,Train,0.8510012403809545,1965.8415569882075,0.14512394611795193,8023148.991411673,2832.5163708991468
2,200,7,log2,3,2,Test,0.8283585018458148,2020.4419625733908,0.15023504624149334,8668075.252485659,2944.1595154620372
2,200,7,log2,3,5,Train,0.8483276293903339,1995.218508404053,0.14776303088238912,8167115.151785551,2857.816500719658
2,200,7,log2,3,5,Test,0.8266571596164667,2039.7370663478546,0.15214814260362575,8753994.81525348,2958.715061518003
2,200,7,log2,3,10,Train,0.8443704056086458,2021.3188950596718,0.14916158138898733,8380200.120237752,2894.8575302141817
2,200,7,log2,3,10,Test,0.822770791445793,2063.880954748384,0.15313882526410993,8950260.47434254,2991.6985934987733
2,200,7,log2,5,2,Train,0.8434694890961429,2014.6400260408586,0.14923379038106915,8428711.848973714,2903.2243883264887
2,200,7,log2,5,2,Test,0.8222726739097652,2061.384498672954,0.15378740397943239,8975415.931113219,2995.8998533184013
2,200,7,log2,5,5,Train,0.8447698160399089,2000.2192235197108,0.14640632805167345,8358693.0324811805,2891.140438041912
2,200,7,log2,5,5,Test,0.8236454473347384,2049.4024623403575,0.15140798312784434,8906089.43676165,2984.307195441121
2,200,7,log2,5,10,Train,0.8408624526540927,2028.5633116594415,0.15032754055930508,8569093.163919475,2927.3013449112946
2,200,7,log2,5,10,Test,0.8194004384130849,2079.7615722781634,0.15485652010602846,9120466.829036053,3020.011064389674
2,200,7,log2,10,2,Train,0.8414559257484819,2029.6839213216874,0.1494423936426774,8537136.367293425,2921.837840690928
2,200,7,log2,10,2,Test,0.821462405116656,2071.101364084933,0.15335032494883685,9016335.352983458,3002.7213245626804
2,200,7,log2,10,5,Train,0.8406555885091032,2032.9335788248343,0.14940258746605753,8580232.19528105,2929.203337988172
2,200,7,log2,10,5,Test,0.8205112833548631,2078.3625932391233,0.15403721457791067,9064367.997152597,3010.7088861516645
2,200,7,log2,10,10,Train,0.8471324333040487,1986.1838642118685,0.14565048510747186,8231472.977976424,2869.054369993086
2,200,7,log2,10,10,Test,0.8271628343615919,2022.709547992921,0.1491729973803481,8728457.711515965,2954.3963362277523
2,200,7,log2,15,2,Train,0.8334744956903225,2078.0089560969045,0.15575476040442895,8966913.116340667,2994.480441802996
2,200,7,log2,15,2,Test,0.8153954419955056,2108.483082134823,0.15896484158874039,9322723.338719558,3053.313501545421
2,200,7,log2,15,5,Train,0.8367734230090822,2067.225432403708,0.15307111924811026,8789275.494001267,2964.6712286527268
2,200,7,log2,15,5,Test,0.8188213422009215,2098.415877338657,0.15679528098143794,9149711.79368296,3024.8490530409877
2,200,7,log2,15,10,Train,0.839784702725294,2042.1614636954578,0.1512351596579972,8627126.85679278,2937.1971089446447
2,200,7,log2,15,10,Test,0.8204846331409157,2085.616103801554,0.1553347122657995,9065713.860842176,3010.9323906129434
2,250,3,auto,3,2,Train,0.6871579702846764,3124.812594886688,0.2207872437629902,16845631.611961726,4104.343018311423
2,250,3,auto,3,2,Test,0.67140246364789,3072.7306367273377,0.22069128212485814,16594519.411167415,4073.6371231575617
2,250,3,auto,3,5,Train,0.6859181282610205,3129.701882256022,0.2208971590717968,16912393.491772257,4112.468053586831
2,250,3,auto,3,5,Test,0.6701287939194935,3076.7297920644505,0.22071479239086045,16658841.065145504,4081.524355574214
2,250,3,auto,3,10,Train,0.6866909120937876,3126.7904591847396,0.2207659055179526,16870781.33443419,4107.405669572241
2,250,3,auto,3,10,Test,0.6713105490688303,3074.212398734875,0.22066037944579805,16599161.193584012,4074.206817723422
2,250,3,auto,5,2,Train,0.6857294035033341,3128.7985336699444,0.22082861376110732,16922555.769989584,4113.7034129831945
