n_estimators,max_depth,max_features,min_samples_leaf,min_samples_split,Split,R2,MAE,MAPE,MSE,RMSE
100,5,auto,10,2,Test,0.8285825732682891,2046.1323793753686,0.14023269978443215,9122013.299223166,3016.7891271216
100,5,auto,10,2,Train,0.8358705300814805,2005.5531888799912,0.13797152772573645,8727357.760430578,2954.172268870305
100,5,auto,10,5,Test,0.8289089448242078,2048.8693184246354,0.1405816235985881,9102291.977991942,3013.5845135532845
100,5,auto,10,5,Train,0.835812452868872,2008.0608549295098,0.1382372616734091,8731003.368797556,2954.7633337568386
100,5,auto,10,10,Test,0.82875441136703,2046.4643181312754,0.14057089207121964,9109135.693259966,3015.002655412552
100,5,auto,10,10,Train,0.8363519595470498,2005.837786517724,0.1382228364194134,8702453.912892869,2949.881362495331
100,5,auto,15,2,Test,0.8281002628087176,2049.441358088621,0.14056852656288482,9143330.58782364,3021.2175014239956
100,5,auto,15,2,Train,0.8354800581583455,2008.189154422153,0.13805379001696266,8748763.988257263,2957.602924971366
100,5,auto,15,5,Test,0.8285815908873889,2044.745787402749,0.14038370461049735,9122234.80464011,3016.6485610110876
100,5,auto,15,5,Train,0.8357010968636983,2006.2483570279433,0.1381526269871362,8736498.365160272,2955.651603122278
100,5,auto,15,10,Test,0.8284203355129243,2049.788689139628,0.14065449159945811,9129892.167426955,3017.750160003443
100,5,auto,15,10,Train,0.8362694913475381,2005.87135325615,0.1381406715644943,8706488.038456801,2950.5811718649575
100,5,log2,3,2,Test,0.7356386951378584,2715.7349855999737,0.20912142895219765,14062390.277812436,3747.045888737047
100,5,log2,3,2,Train,0.74363574421287,2677.0536696646727,0.20644205648269112,13635490.810702909,3692.043012601829
100,5,log2,3,5,Test,0.7408140972879547,2696.409950219672,0.20705910560500626,13769538.051418405,3708.6645867844054
100,5,log2,3,5,Train,0.7482520334836548,2660.2303239471967,0.2042028482278846,13394597.516533893,3658.570200538018
100,5,log2,3,10,Test,0.741188142079681,2706.452791637274,0.20882275720944424,13759011.212533543,3705.722803137485
100,5,log2,3,10,Train,0.7490797264517391,2666.7221945362885,0.20564923940945903,13348031.353188436,3652.749081373263
100,5,log2,5,2,Test,0.736904968023001,2713.2783430340924,0.2084827225910329,13990223.25923723,3736.4910645040095
100,5,log2,5,2,Train,0.7448418142586437,2672.615998747551,0.20528496964494036,13572209.28206332,3683.6207522222794
100,5,log2,5,5,Test,0.739148733616724,2699.890207102855,0.2079827048215972,13887869.870400151,3720.646755894994
100,5,log2,5,5,Train,0.7462368556694464,2662.535728475863,0.20536134637087153,13493737.315685788,3673.0204202787863
100,5,log2,5,10,Test,0.7423621091239319,2689.1892683767533,0.20610875937466516,13700458.898001049,3697.4390886248266
100,5,log2,5,10,Train,0.749629644361876,2654.820041752517,0.2031772341589803,13317865.980664825,3648.8348721749107
100,5,log2,10,2,Test,0.7369427146144917,2722.928860375468,0.2092455772167839,13992258.319608212,3735.3201542876864
100,5,log2,10,2,Train,0.7440579019611129,2686.733144029958,0.20644017105540832,13613340.496508006,3689.1617426689277
100,5,log2,10,5,Test,0.7402904496057423,2686.3235993040853,0.20512831497766268,13799784.500230584,3713.2551629459
100,5,log2,10,5,Train,0.7476138524475183,2650.554357296146,0.20232492241520444,13427449.117846895,3663.0776437955346
100,5,log2,10,10,Test,0.7416391614906114,2687.1106662516295,0.20630658372410532,13753368.780461738,3703.9923507409885
100,5,log2,10,10,Train,0.7493542694016246,2648.6184298362455,0.20333931563877616,13328944.291332874,3650.746026179285
100,5,log2,15,2,Test,0.7398594931121616,2700.448412269922,0.20667482665438702,13846971.317176785,3716.1387564413467
100,5,log2,15,2,Train,0.7465453267184153,2668.4137841239644,0.20420977251742042,13478281.359651515,3670.7770367142643
100,5,log2,15,5,Test,0.7385366812234511,2709.491283630387,0.20716253728502246,13899143.92169181,3725.2708647093486
100,5,log2,15,5,Train,0.7462171904454635,2671.142986603959,0.20436224235385603,13500092.12691551,3673.3400730748594
100,5,log2,15,10,Test,0.7305954044556972,2760.40590155979,0.21293794447443512,14329219.653252024,3781.067415237382
100,5,log2,15,10,Train,0.7376852373268983,2723.2101153633,0.20997027442764443,13952320.590232182,3734.762103459297
100,5,sqrt,3,2,Test,0.7416795094619452,2680.8376797092856,0.20515590761949037,13737527.592226068,3703.9785422829664
100,5,sqrt,3,2,Train,0.7504729142744233,2636.6693344225732,0.20180164409439932,13272197.258229706,3642.637232008503
100,5,sqrt,3,5,Test,0.7439630529969964,2679.521448882051,0.2054505349633215,13613182.118624214,3684.436094953263
100,5,sqrt,3,5,Train,0.7516884708054444,2637.213433609636,0.20205984140426053,13208092.664113477,3633.537343655523
100,5,sqrt,3,10,Test,0.7367090248358821,2712.1333973508836,0.20853718056840442,14011684.812382588,3739.881667328756
100,5,sqrt,3,10,Train,0.7456409671159239,2669.6684636896903,0.20542142412309486,13527367.80410118,3677.2277524969163
100,5,sqrt,5,2,Test,0.736061537569174,2713.59651855938,0.2092200194623562,14044108.540260887,3743.0578133189424
100,5,sqrt,5,2,Train,0.7439277234178043,2672.380867672697,0.2058813562505188,13618428.308035254,3690.2459025978437
100,5,sqrt,5,5,Test,0.7417963874740924,2693.012585862507,0.2056000432385444,13728277.462314531,3701.018210566872
100,5,sqrt,5,5,Train,0.7494191471854202,2658.719203530071,0.202969939326392,13328704.834047887,3650.212136761203
100,5,sqrt,5,10,Test,0.7384568371925215,2704.712747539258,0.2078756366181636,13910546.112529393,3725.882547648283
100,5,sqrt,5,10,Train,0.7468372434744242,2661.362860339461,0.20459890433545266,13465763.19640153,3669.175847466972
100,5,sqrt,10,2,Test,0.7386763030316204,2699.7793742242443,0.20737136448972096,13888040.419143885,3724.341254979241
100,5,sqrt,10,2,Train,0.745767870032228,2664.7355615848996,0.20463184557380099,13525360.899853509,3676.8667149739767
100,5,sqrt,10,5,Test,0.7406107544204825,2686.1625070848345,0.2052449159715204,13800856.084432483,3711.780563538489
100,5,sqrt,10,5,Train,0.7484807610799261,2645.757524215438,0.20191402214537568,13376851.460948559,3657.191751674882
100,5,sqrt,10,10,Test,0.7364756668665683,2719.761816659337,0.20984908399443705,14009532.225055669,3740.6953053147217
100,5,sqrt,10,10,Train,0.7429428413776641,2689.5110251520164,0.20745186749753053,13673991.033536753,3696.8643610766862
100,5,sqrt,15,2,Test,0.7325933901656762,2729.774559126134,0.2107791905477177,14228592.197225332,3768.1790805376672
100,5,sqrt,15,2,Train,0.7396362643803478,2693.2431827236796,0.2078490528488593,13846464.675229385,3720.9401554852147
100,5,sqrt,15,5,Test,0.736429763146331,2703.4703115138395,0.2068600643296789,14018192.586161768,3740.846628663524
100,5,sqrt,15,5,Train,0.7442326609701715,2665.5621282267743,0.20400451698506056,13604411.652940433,3688.1093388218274
100,5,sqrt,15,10,Test,0.7375129259937026,2707.0427878650685,0.20829248349729218,13963296.85059768,3733.5409084957078
100,5,sqrt,15,10,Train,0.7452792059107941,2667.247478261823,0.20530720359811605,13547325.027611006,3680.3679455641445
100,7,auto,3,2,Test,0.8919030871447997,1465.476548776041,0.09969970738649503,5741525.296505889,2391.750084187569
100,7,auto,3,2,Train,0.9094345247627198,1361.0102103395245,0.09339075622279,4816184.213340893,2194.264558236162
100,7,auto,3,5,Test,0.8939927322044859,1445.2067510657894,0.0985725906072481,5630161.226007496,2367.131523683092
100,7,auto,3,5,Train,0.9110138791010518,1346.3635085860174,0.09252764838248924,4732189.419209379,2175.2342540641475
100,7,auto,3,10,Test,0.8934271744777043,1451.3004951472717,0.0990804648696586,5661721.6861199215,2374.3531887629706
100,7,auto,3,10,Train,0.9100958966410797,1350.778701158772,0.09297256770292558,4780461.9831469795,2186.1942097604197
100,7,auto,5,2,Test,0.8925823602799465,1459.4335049442357,0.09949572699605955,5708950.583463613,2383.9242153582013
100,7,auto,5,2,Train,0.907504516915,1364.6159478713184,0.09355866334893212,4918383.689785579,2217.5196487633607
100,7,auto,5,5,Test,0.8931053508639673,1456.2103319609319,0.09918445889153202,5678541.296571324,2378.5368332363328
100,7,auto,5,5,Train,0.9079811024137834,1360.2972986086193,0.09334971078832323,4893565.821784092,2211.924494732746
100,7,auto,5,10,Test,0.8924408110774008,1456.3147514115858,0.09911318523771924,5714345.7195235295,2385.7299160059056
100,7,auto,5,10,Train,0.9079622764380535,1360.0000387486593,0.09325190939132996,4894293.071808956,2211.989824607664
100,7,auto,10,2,Test,0.8905014111386551,1471.8933512504532,0.09976536773637859,5817657.488540488,2407.053482824637
100,7,auto,10,2,Train,0.902814911759361,1389.981596476715,0.0945840326703741,5167936.8065583315,2273.0815976586996
100,7,auto,10,5,Test,0.8908058602250503,1466.3996867348696,0.09952636122673968,5801054.124516013,2403.3965303791456
100,7,auto,10,5,Train,0.9028609006489118,1388.9113637341325,0.09462993833032673,5165754.100283054,2272.6560252982617
100,7,auto,10,10,Test,0.8904167194023989,1472.2075946930731,0.09998411458983646,5822369.201680386,2408.174604860617
100,7,auto,10,10,Train,0.902676364392564,1392.6377301850641,0.09492403557031254,5175666.11727066,2274.8300843127226
100,7,auto,15,2,Test,0.8883371762302451,1485.8414503669412,0.10067315075207392,5931404.820357116,2430.1200436342897
100,7,auto,15,2,Train,0.89962124220704,1412.5814126664513,0.0959616230144148,5338161.955240259,2310.127193917667
100,7,auto,15,5,Test,0.8879435810831653,1490.5326886631528,0.10093148367915479,5952537.15249344,2435.756819278252
100,7,auto,15,5,Train,0.8986627419694809,1418.53289432482,0.0963080441903525,5389043.717080962,2320.890466953541
100,7,auto,15,10,Test,0.8885718532081419,1485.9143573358972,0.10075917426389554,5916562.156186165,2428.28396970082
100,7,auto,15,10,Train,0.8993939662044923,1416.1220330481021,0.0961566420657212,5350816.697117624,2312.774245180967
100,7,log2,3,2,Test,0.8352855349759762,2039.5491929839511,0.1514599043740863,8765821.093947899,2953.998463204391
100,7,log2,3,2,Train,0.8494835743635445,1958.6905827930536,0.14556056643591736,8005039.823550356,2829.2083778626534
100,7,log2,3,5,Test,0.8348257860354596,2034.6438529686206,0.15048838685908877,8790358.372671727,2961.118294937288
100,7,log2,3,5,Train,0.8503365338400297,1945.9938895768087,0.14430864331359905,7959255.683551082,2820.4174859672016
100,7,log2,3,10,Test,0.8325928360159001,2053.107847452565,0.15223579039021803,8896391.221349422,2976.022420525075
100,7,log2,3,10,Train,0.8465863420340103,1972.160578710905,0.14615510736610654,8162082.653508248,2855.4228331293693
100,7,log2,5,2,Test,0.8333562774150927,2056.9140823665857,0.1518667028935768,8864818.61927319,2972.5848102967425
100,7,log2,5,2,Train,0.8475184611153537,1970.476414719355,0.1456702617840792,8109858.862494613,2846.418716915585
100,7,log2,5,5,Test,0.8360081719802708,2031.748717030629,0.14955426984727882,8718061.211882107,2948.9485246629692
100,7,log2,5,5,Train,0.8497350727328212,1952.194164755482,0.14385950521818427,7993498.318444346,2826.3094203422734
100,7,log2,5,10,Test,0.837726619906053,2011.2407454228567,0.14841025423828497,8635069.503937978,2931.1816071365597
100,7,log2,5,10,Train,0.8509604150726149,1933.8398798147653,0.1427879203734697,7925992.344482385,2815.1599004457203
100,7,log2,10,2,Test,0.8276946234361617,2090.879444213172,0.1550717243484181,9164452.294240324,3021.9105821562903
100,7,log2,10,2,Train,0.8399299086372857,2020.5561185028407,0.14992977321752043,8514576.29480383,2917.3492234209057
100,7,log2,10,5,Test,0.8314912247150932,2068.5025650774055,0.1541070176549862,8976215.984325277,2988.4010637930123
100,7,log2,10,5,Train,0.8429626163623445,2000.2594542478005,0.14892708492677043,8349955.478330031,2889.505076842984
100,7,log2,10,10,Test,0.8226046796790272,2134.2068702676524,0.1603609993722666,9427194.168014891,3067.1609369404055
100,7,log2,10,10,Train,0.8344927969417517,2067.1884258214714,0.15520827474959908,8805777.632376451,2966.412637501121
100,7,log2,15,2,Test,0.8272695942351669,2103.8716678381234,0.15692980594579892,9187328.69718076,3026.290420783607
100,7,log2,15,2,Train,0.8384972184653396,2035.5146856622919,0.1520674928653753,8590133.036542501,2930.535115221329
100,7,log2,15,5,Test,0.8272593521286378,2100.1309918669,0.1563080150327067,9181025.206795324,3026.844508741043
100,7,log2,15,5,Train,0.8378496915241953,2032.2516187030135,0.15141245361811442,8626304.00305708,2935.959477577212
100,7,log2,15,10,Test,0.8274592838035897,2096.5898439566085,0.15605855514324482,9183174.806152072,3025.8103524554363
100,7,log2,15,10,Train,0.8387544262432491,2022.4947618233068,0.15041957430136343,8575129.175364044,2927.986332086361
100,7,sqrt,3,2,Test,0.8353082593124885,2035.7692649129488,0.1507424753770124,8763512.873132769,2955.344911304667
100,7,sqrt,3,2,Train,0.8513323391814642,1942.6387096030055,0.14413834359647748,7906737.817742355,2811.526229443798
100,7,sqrt,3,5,Test,0.8348030130585526,2044.751720341108,0.15148517645249165,8785969.02008925,2959.996224395474
100,7,sqrt,3,5,Train,0.8490640694187619,1964.8210274539244,0.14588089246986652,8028547.646701522,2832.440267942335
100,7,sqrt,3,10,Test,0.8337198810811058,2060.169415074093,0.15337989206781474,8847994.8681102,2968.9335168295465
100,7,sqrt,3,10,Train,0.8479902023621314,1973.8733236091964,0.14714716096506675,8084334.542760047,2843.175223046618
100,7,sqrt,5,2,Test,0.8348438995094621,2030.869607487021,0.15027828028349594,8789394.396037925,2959.415677171464
100,7,sqrt,5,2,Train,0.8479360224399051,1950.0366358711701,0.14433013105645648,8086856.21393515,2843.065722950264
100,7,sqrt,5,5,Test,0.8340260109628275,2049.152479374083,0.15096826854357376,8831816.485682989,2966.0209541347185
100,7,sqrt,5,5,Train,0.8472349570471153,1971.994894852849,0.1453544188349413,8124998.041054587,2850.0716389594318
100,7,sqrt,5,10,Test,0.8314370300788845,2075.948056763279,0.15316794546005655,8971636.898399841,2987.2298509138623
100,7,sqrt,5,10,Train,0.8450888453489984,1992.98763342413,0.1471400472795584,8238635.422711374,2870.099031732304
100,7,sqrt,10,2,Test,0.8295023623049786,2073.0779927465533,0.15351030925832165,9073275.756048527,3006.090184129918
100,7,sqrt,10,2,Train,0.8424478201570951,1995.0051711636304,0.1478720620055315,8379116.813899426,2894.2995348039303
100,7,sqrt,10,5,Test,0.8305472255061124,2076.9545900700664,0.15388536331858388,9014172.725269059,2997.5342412980312
100,7,sqrt,10,5,Train,0.842622761946864,2004.208925521186,0.14866030537212033,8370759.8459536005,2892.9956903238294
100,7,sqrt,10,10,Test,0.8265930205959432,2100.180862630771,0.15566773540657874,9226379.762852782,3032.559947467321
100,7,sqrt,10,10,Train,0.8390279613750792,2025.0392539803695,0.15019734726875025,8560978.27436526,2925.7482565537425
100,7,sqrt,15,2,Test,0.8263855627632329,2113.832932178688,0.15654747627929821,9243602.534828935,3036.0373146333113
100,7,sqrt,15,2,Train,0.8369718466936155,2046.2377783972602,0.15167599497289205,8669604.07584706,2943.8454736139383
100,7,sqrt,15,5,Test,0.8261570404588422,2110.040113216184,0.1572445859302586,9240179.151703162,3037.317270195969
100,7,sqrt,15,5,Train,0.8371943270324973,2039.723717611066,0.15215270802379177,8661081.751517175,2941.7566602219326
100,7,sqrt,15,10,Test,0.8277330453945003,2100.601967303223,0.15579155121680172,9158622.036819432,3021.628576528975
100,7,sqrt,15,10,Train,0.8389309102697566,2030.5318573763302,0.15070531499062048,8567894.261425287,2926.612893211687
150,3,auto,3,2,Test,0.6788141493598394,3133.2793734629845,0.22145480097062092,17076065.28759155,4130.001326104606
150,3,auto,3,2,Train,0.6826397472742126,3115.113901704129,0.22023342230953888,16878062.906529516,4108.190818710568
150,3,auto,3,5,Test,0.6794353598175611,3128.4426531255494,0.22111442202647508,17045538.79454764,4126.135790266175
150,3,auto,3,5,Train,0.6829877246408134,3111.2352149382077,0.21999222715709044,16858930.633891948,4105.903832432117
150,3,auto,3,10,Test,0.6801935035225746,3124.3824627370295,0.22104090668936083,17006134.42954903,4121.317856363899
150,3,auto,3,10,Train,0.6837789855715813,3106.3789679535926,0.21980714491466774,16816674.91587038,4100.753950567857
150,3,auto,5,2,Test,0.6792686650550059,3128.1258909293106,0.22119323427248289,17053522.298502155,4127.218856570001
150,3,auto,5,2,Train,0.6831976823218298,3110.202047833668,0.22001144693769142,16847887.349447332,4104.540193663434
150,3,auto,5,5,Test,0.6799698643068135,3125.129089345604,0.2209367004751761,17016146.860139556,4122.638006264142
150,3,auto,5,5,Train,0.6837320565705055,3107.0149988137455,0.21977691299005073,16819647.151281234,4101.10680468503
150,3,auto,5,10,Test,0.6786503881916883,3132.7351002981936,0.22139699997316914,17086729.0680288,4131.35515097893
150,3,auto,5,10,Train,0.6825441788116834,3113.744769489548,0.2201584943663037,16882740.196767695,4108.75497133598
150,3,auto,10,2,Test,0.6786483752488162,3128.3539057759854,0.22104571737048978,17085509.37553561,4131.069047273943
150,3,auto,10,2,Train,0.6820626342660907,3112.0779490737827,0.21993324196040284,16908526.502704427,4111.9213377795995
150,3,auto,10,5,Test,0.6780589816597798,3135.8653893457376,0.2214683809309173,17118383.235338606,4135.067432510031
150,3,auto,10,5,Train,0.6816327846923791,3118.115298674781,0.22030180845566122,16931002.19813214,4114.649201947289
150,3,auto,10,10,Test,0.6787282142989106,3126.0031104029836,0.22087090538077062,17082297.343985997,4130.654691370045
150,3,auto,10,10,Train,0.6819428935630875,3110.7054106314117,0.21987158756280273,16914597.39236392,4112.671770704241
150,3,auto,15,2,Test,0.6784174878047584,3131.402457653368,0.2212279360592234,17096922.363017894,4132.585400366204
150,3,auto,15,2,Train,0.6818785577667574,3114.6837982726065,0.22008332832597705,16918475.9231259,4113.125256348521
150,3,auto,15,5,Test,0.6775124878343896,3134.866312590211,0.2213905292729595,17145779.49812051,4138.467269583123
150,3,auto,15,5,Train,0.6809746689521075,3118.686291825202,0.22029702945139357,16966248.770202838,4118.933179208198
150,3,auto,15,10,Test,0.6785492890138645,3131.380878289218,0.2212848303733435,17091622.83483145,4131.898540014369
150,3,auto,15,10,Train,0.6822799001512283,3113.9789942484504,0.22010197498773004,16896721.712094508,4110.478410433314
