n_estimators,max_depth,max_features,min_samples_leaf,min_samples_split,Split,R2,MAE,MAPE,MSE,RMSE
200,3,sqrt,3,5,Train,0.5934537852491804,3501.159659126224,0.2845769604365155,21613543.143193614,4648.784502727821
200,3,sqrt,3,10,Test,0.5824205493570982,3550.225021883199,0.29041246475716553,22196391.96696951,4708.912468367971
200,3,sqrt,3,10,Train,0.5861204533604792,3536.395031371069,0.2890255717942158,22014720.02009807,4691.355473773512
200,3,sqrt,5,2,Test,0.5817028889565016,3553.255592346856,0.29077089371018117,22248555.7252164,4713.2069098098855
200,3,sqrt,5,2,Train,0.5853588754077199,3537.1976604117262,0.2893878868425415,22051867.919972368,4695.464485716468
200,3,sqrt,5,5,Test,0.5851713130661345,3536.342631744154,0.28877526159636097,22062372.572106652,4694.483231178113
200,3,sqrt,5,5,Train,0.588657008555835,3523.327775132111,0.2876497605612086,21877244.064833008,4677.00757464169
200,3,sqrt,5,10,Test,0.5896658614139896,3517.4975884063583,0.2862290417129977,21833543.06913427,4669.538941125427
200,3,sqrt,5,10,Train,0.593478245026626,3502.0745719822235,0.28479289544179603,21618584.89497023,4649.138888090278
200,3,sqrt,10,2,Test,0.5834995464509138,3550.0166261972563,0.2895508159871335,22134200.50297102,4703.219099048921
200,3,sqrt,10,2,Train,0.5870753994367834,3535.468256617626,0.2882654770028438,21965637.22476496,4685.886191013175
200,3,sqrt,10,5,Test,0.5907916097519675,3511.306138386359,0.28596908860363396,21747556.39828418,4662.038646001509
200,3,sqrt,10,5,Train,0.5939420478147053,3499.7050779007186,0.28504009694812094,21600143.97168355,4646.808443711548
200,3,sqrt,10,10,Test,0.5966362565024643,3484.9761537552267,0.2829721127865212,21435003.366747674,4628.462528528629
200,3,sqrt,10,10,Train,0.5998486507807412,3469.4503800891716,0.28162195796130207,21286159.56958346,4612.97811878229
200,3,sqrt,15,2,Test,0.5874820245020471,3522.773765947807,0.28734364001152873,21936267.14690206,4680.097464550881
200,3,sqrt,15,2,Train,0.5904805157180409,3513.787768268537,0.28632064036117966,21781359.913742147,4666.430499065813
200,3,sqrt,15,5,Test,0.5814367448567677,3558.3066097584465,0.29068120953427556,22253682.745510988,4715.266332203786
200,3,sqrt,15,5,Train,0.585016553974005,3543.170077037755,0.2893292922372581,22072686.239513677,4697.76873541341
200,3,sqrt,15,10,Test,0.5884750976400783,3523.514206239722,0.28724875207766287,21896502.899956226,4674.69922894688
200,3,sqrt,15,10,Train,0.5919459114063306,3507.108049608266,0.2859048915271095,21699616.596286036,4657.753916826056
200,5,auto,3,2,Test,0.8304057618642048,2040.8490402848852,0.14007500420730443,9022782.14492915,3000.384561772879
200,5,auto,3,2,Train,0.8382561002509039,1997.7290587337407,0.13767267615824869,8601205.146248307,2932.605130578934
200,5,auto,3,5,Test,0.8307419946867329,2039.2107627712867,0.14014116373515892,9005946.723344855,2997.1169673581985
200,5,auto,3,5,Train,0.8392037459558208,1994.7901285345429,0.13769724394293512,8550465.904157568,2924.000249769016
200,5,auto,3,10,Test,0.8319138497904575,2027.4776609664943,0.1394783136170402,8943248.570591113,2987.0792955832962
200,5,auto,3,10,Train,0.8399939509607105,1983.602841031347,0.13701523103584487,8508573.207941232,2916.871619073971
200,5,auto,5,2,Test,0.8287002398241073,2047.92964033674,0.14051237136401112,9113045.766441204,3015.292614605364
200,5,auto,5,2,Train,0.8371423673247179,2002.3809350259794,0.1379495998906606,8660307.49174488,2942.756059186602
200,5,auto,5,5,Test,0.830982042399358,2038.058112877475,0.14018913408554728,8993387.814389242,2995.1449273473786
200,5,auto,5,5,Train,0.8387931714369682,1994.71697071626,0.137708816083548,8572288.294592857,2927.793577788799
200,5,auto,5,10,Test,0.8305972103565971,2038.2794988813607,0.14004800970751158,9012851.744295526,2998.7310325004355
200,5,auto,5,10,Train,0.8384848713159945,1995.2893307212094,0.13762210547832865,8589056.999239836,2930.581535384766
200,5,auto,10,2,Test,0.8299761890620552,2042.9198292803515,0.14030473373785998,9047967.572590876,3004.521182254872
200,5,auto,10,2,Train,0.8369097917219623,2003.0971880876336,0.13799473843648297,8672195.421467826,2944.7340530173674
200,5,auto,10,5,Test,0.8285334164405759,2050.015574919399,0.1407151670884593,9122354.233515045,3016.982448097995
200,5,auto,10,5,Train,0.836041966427388,2008.1825198335046,0.13826370971014973,8718731.212813,2952.6835975226345
200,5,auto,10,10,Test,0.8288617918968955,2046.7307658995971,0.1404627739078953,9106682.09565178,3014.0032251868456
200,5,auto,10,10,Train,0.8360832966931483,2005.9441667487456,0.1381110914311561,8716007.988051975,2952.2054897733333
200,5,auto,15,2,Test,0.8281209899531256,2051.7723890611715,0.1407048487889125,9147257.984792555,3020.7009544108055
200,5,auto,15,2,Train,0.8351989625219192,2010.5151371522238,0.13831583483919543,8763009.57818569,2960.0941384366515
200,5,auto,15,5,Test,0.8285717970936586,2047.390025624336,0.14055092201740238,9120888.41922001,3016.6052100710617
200,5,auto,15,5,Train,0.8353114197980265,2010.1339135609735,0.13835518092802243,8757541.669356404,2959.237904475126
200,5,auto,15,10,Test,0.8291257924474562,2045.8512699947084,0.14057788803690763,9093056.161113482,3011.879616180978
200,5,auto,15,10,Train,0.8363771749604172,2006.940945318517,0.13830657030421878,8700217.316858312,2949.510510910284
200,5,log2,3,2,Test,0.7419978413367534,2679.1847445721664,0.20540891052804983,13719945.12588205,3700.0754903519637
200,5,log2,3,2,Train,0.7494640817337409,2641.466390358538,0.20235443879706586,13326347.890041167,3650.164295225045
200,5,log2,3,5,Test,0.7411935059117173,2693.187904083549,0.20743273953284938,13755709.570047831,3706.706107215163
200,5,log2,3,5,Train,0.7492881357265871,2655.8193717743325,0.20451255708617685,13336962.40699275,3651.344745498217
200,5,log2,3,10,Test,0.7414422757637494,2674.412719771511,0.20488688864041077,13762569.165743554,3704.806678345873
200,5,log2,3,10,Train,0.7496315424810502,2632.67849547857,0.20157678636561246,13314326.00138634,3648.7830439266777
200,5,log2,5,2,Test,0.7350839174890123,2730.5058307828454,0.2099284897419435,14098744.747282365,3750.3064660500254
200,5,log2,5,2,Train,0.7434751137741082,2686.418369783699,0.20666840090769117,13642345.40295292,3693.3980201404156
200,5,log2,5,5,Test,0.7394817426957758,2695.942219421517,0.20660127836681882,13860686.307935644,3719.0118864466144
200,5,log2,5,5,Train,0.7471510142473654,2655.9054243143987,0.20352581632791633,13447857.582866777,3666.948385811952
200,5,log2,5,10,Test,0.742494573854501,2677.3944435603435,0.20457611525585695,13709560.283907264,3696.487987488656
200,5,log2,5,10,Train,0.7507722865203488,2638.1188957485415,0.20153919706832285,13253024.640126264,3640.3581534797654
200,5,log2,10,2,Test,0.7369267401771685,2707.6148595943423,0.2078967224735786,13994779.190188393,3737.402104916586
200,5,log2,10,2,Train,0.7443970643399107,2673.1014314854847,0.2053002911346748,13594606.485886265,3686.918759895017
200,5,log2,10,5,Test,0.7377901733274941,2708.4084153993813,0.20808630845361434,13948276.76204513,3729.9247491151327
200,5,log2,10,5,Train,0.7455165768524499,2668.365172429938,0.20504408060687812,13535398.255052343,3678.4811760978346
200,5,log2,10,10,Test,0.7390100063592889,2701.761609472851,0.20778677443878432,13889930.622366035,3722.401833798681
200,5,log2,10,10,Train,0.7462510405102004,2664.383947299556,0.20470100041012446,13494682.604436517,3673.3932311222597
200,5,log2,15,2,Test,0.7332731482696306,2733.6962326732337,0.21135253468191748,14189757.716517802,3762.8002540969583
200,5,log2,15,2,Train,0.7406330284972696,2696.6536084169647,0.20848440249822603,13794919.812254544,3713.914940567817
200,5,log2,15,5,Test,0.7361356436190674,2705.955007339707,0.2082527121850281,14042535.40461495,3742.5942751635775
200,5,log2,15,5,Train,0.7433403015125284,2670.620578139543,0.20546465717227003,13649518.277818155,3694.2947030013383
200,5,log2,15,10,Test,0.739243917624599,2701.9095249761244,0.20768906902892406,13877600.005361628,3720.793338062396
200,5,log2,15,10,Train,0.746571731977753,2661.1386939145245,0.20435302927152893,13477868.318632236,3670.980094976511
200,5,sqrt,3,2,Test,0.7373414898121944,2705.709065883727,0.208738206193894,13972222.93215171,3734.4292581848995
200,5,sqrt,3,2,Train,0.7456179467254248,2665.603594021425,0.20569700430422158,13529637.062245786,3678.095710064014
200,5,sqrt,3,5,Test,0.737527799030584,2708.4518546294776,0.20873323524749438,13968964.975298956,3731.4361221397253
200,5,sqrt,3,5,Train,0.7462649445830825,2665.1389512757064,0.20525784186161009,13493940.665985292,3672.9882244537803
200,5,sqrt,3,10,Test,0.7425870848435182,2683.4744723026683,0.20560984239343744,13693911.226060968,3697.611456287552
200,5,sqrt,3,10,Train,0.750860965074027,2641.41634854661,0.2023542441063845,13250964.915407548,3639.7405033942364
200,5,sqrt,5,2,Test,0.7386911534582077,2708.031796356394,0.20767852005564275,13903627.04384229,3725.0353079957677
200,5,sqrt,5,2,Train,0.746730369794017,2667.0755052768845,0.2045713348950105,13469982.411574695,3669.999755498114
200,5,sqrt,5,5,Test,0.7396220552884634,2702.425828702777,0.2067385063045581,13848232.048037853,3718.343048397334
200,5,sqrt,5,5,Train,0.747274868073674,2664.8486435342943,0.2038573089412135,13442680.054877315,3666.0462038084174
200,5,sqrt,5,10,Test,0.7425778059848388,2677.841738658505,0.20486311129102325,13694669.375166183,3697.752677417183
200,5,sqrt,5,10,Train,0.7501210383867013,2644.4618333109147,0.20237357708906364,13289962.073990379,3645.1409991918
200,5,sqrt,10,2,Test,0.7451214002472326,2668.7711741290505,0.203774842034422,13565452.77866001,3678.8858857681043
200,5,sqrt,10,2,Train,0.7527862821981356,2627.8246236822224,0.20062173035110517,13147199.363653347,3625.5798281351745
200,5,sqrt,10,5,Test,0.7397163636992065,2699.669690423463,0.20617197275494523,13846820.59802413,3717.1682932768717
200,5,sqrt,10,5,Train,0.7472722933716269,2661.5527850839076,0.20324247059124884,13441747.877996128,3666.0720508841237
200,5,sqrt,10,10,Test,0.7357670977193135,2722.9874659793118,0.20977655627610545,14062846.193105197,3746.1894989599546
200,5,sqrt,10,10,Train,0.7431460022702729,2683.4014605824677,0.20655593392481625,13659844.469397586,3695.837071958613
200,5,sqrt,15,2,Test,0.7405041766096297,2693.3374369844646,0.20682912634617048,13805611.990200257,3712.3770553965237
200,5,sqrt,15,2,Train,0.7477214776990552,2660.1317250441866,0.20424491963021704,13418106.324873164,3662.6626801696343
200,5,sqrt,15,5,Test,0.735532534590001,2718.536040330597,0.2098730308069352,14064284.001383305,3747.4915921792917
200,5,sqrt,15,5,Train,0.742550984540284,2685.1272787934595,0.2071834966011526,13694325.445076069,3700.1196466653173
200,5,sqrt,15,10,Test,0.7383197182602254,2700.2628821143617,0.20821872271485944,13920573.97148038,3727.198990372251
200,5,sqrt,15,10,Train,0.7449849639677684,2664.4747119845715,0.20545165399585658,13563354.367284205,3682.555622406459
200,7,auto,3,2,Test,0.893102120630678,1455.5855177956932,0.09922831183179329,5677542.7675687885,2378.0241057919493
200,7,auto,3,2,Train,0.9108133814466743,1348.4522132149636,0.09273917605464574,4742780.682407066,2177.417903081473
200,7,auto,3,5,Test,0.893497319596381,1452.0170624711238,0.09897558085805044,5658159.637053996,2373.7640677907684
200,7,auto,3,5,Train,0.9109006629148994,1348.3361459019318,0.09269684245262086,4738007.286903066,2176.556311229853
200,7,auto,3,10,Test,0.893812791967167,1450.2999118240498,0.09895626449405626,5641293.778226115,2370.2667277922933
200,7,auto,3,10,Train,0.9106412090716975,1347.4147519148235,0.09271321312569294,4751739.407159378,2179.6541500219673
200,7,auto,5,2,Test,0.8921885255512845,1460.1542675043797,0.0992764884386731,5729428.822010735,2388.5922206253917
200,7,auto,5,2,Train,0.9079655904051055,1362.235987397643,0.09331648031656718,4893747.096598247,2211.948703291294
200,7,auto,5,5,Test,0.8921851063733449,1463.072593175167,0.09939871205211723,5727453.308600238,2388.5430161194668
200,7,auto,5,5,Train,0.9074794359960763,1365.593029884881,0.09345336783641633,4920147.569417094,2217.780217387344
200,7,auto,5,10,Test,0.8922206101219012,1459.2434529932514,0.09923800051097006,5726970.018272442,2387.9389701981554
200,7,auto,5,10,Train,0.907896255915729,1361.9620352688635,0.0933130134144208,4897612.516094469,2212.797897516276
200,7,auto,10,2,Test,0.8902743195099665,1471.3969637448793,0.09980312388643932,5830053.611370444,2410.219986590735
200,7,auto,10,2,Train,0.9023548967461515,1391.570441098453,0.09473638327003911,5192519.0207112385,2278.3652386011927
200,7,auto,10,5,Test,0.8912399950593766,1464.7638203961887,0.0995891587607821,5777125.466954654,2398.6640930054
200,7,auto,10,5,Train,0.9035409766297209,1384.6967530489032,0.09445967706772687,5129684.641900144,2264.553604051778
200,7,auto,10,10,Test,0.8903377849048193,1472.6212793776713,0.09990213409444856,5824640.721231565,2409.140424498088
200,7,auto,10,10,Train,0.9024777856851476,1391.9578102549353,0.0947795525417124,5186339.439628866,2277.0164822367415
200,7,auto,15,2,Test,0.8886580546807551,1485.682084243765,0.10059933149458249,5916806.165637648,2427.8024777184496
200,7,auto,15,2,Train,0.8988723525360088,1417.708327990207,0.09618349562556938,5377871.032917529,2318.8040515855305
200,7,auto,15,5,Test,0.8885331104618848,1488.4663017267833,0.10084277333804473,5923808.716801291,2429.122886024946
200,7,auto,15,5,Train,0.89906629095663,1418.1857155490773,0.09625233569571327,5367389.54999497,2316.4501657413493
200,7,auto,15,10,Test,0.8885301795042491,1487.4316298439621,0.10068858799583827,5919193.906503206,2429.098238453774
200,7,auto,15,10,Train,0.8992220275039229,1417.2006061986606,0.09614865168797318,5359881.387448145,2314.6619786629676
200,7,log2,3,2,Test,0.8372234118009697,2026.8726148904746,0.14984690078686894,8658263.033158546,2938.003698135358
200,7,log2,3,2,Train,0.8521020611177482,1937.8853436253835,0.14340564829354102,7866416.132939301,2804.4368440771086
200,7,log2,3,5,Test,0.833782716235438,2055.590554076788,0.15265228543064652,8846860.68776698,2969.640822461008
200,7,log2,3,5,Train,0.8485256105077614,1968.6725779875505,0.1463545579137475,8055462.68429294,2837.8756383232467
200,7,log2,3,10,Test,0.834920380849249,2049.9022928548898,0.15180558912101877,8779626.637943784,2958.123857067109
200,7,log2,3,10,Train,0.8488823884185367,1968.5124753932346,0.14583916390760293,8037928.572035046,2834.7799264671903
200,7,log2,5,2,Test,0.8347346864182563,2044.0404789928314,0.1511544497839557,8786611.485393692,2959.3386624304835
200,7,log2,5,2,Train,0.8479124232680675,1966.7862840170037,0.14547842531410082,8090246.567146661,2843.8957430156033
200,7,log2,5,5,Test,0.8344200335144436,2046.3262241410557,0.15123968862923692,8807305.53532025,2960.86486259683
200,7,log2,5,5,Train,0.8479344339406957,1967.1370367361935,0.14541778946548733,8088214.854455011,2843.7383655953354
200,7,log2,5,10,Test,0.8323951834625195,2060.8186955119627,0.1527953281429228,8915117.520286491,2979.806311090815
200,7,log2,5,10,Train,0.8455035364076627,1983.2191241072462,0.1471732533610916,8217736.543145135,2866.4147074466573
200,7,log2,10,2,Test,0.8296136715014528,2084.3679257451868,0.15475160006895866,9058684.707220841,3004.9062143258525
200,7,log2,10,2,Train,0.8413841381042451,2011.3492258532012,0.1494200777607123,8437762.883658294,2904.1495049678865
200,7,log2,10,5,Test,0.8309738761510632,2076.1632459651364,0.154196799245135,8993656.704128135,2993.218556550196
200,7,log2,10,5,Train,0.8428873948935687,2003.9056653550074,0.14883196125643455,8356087.27079652,2890.5432093986665
200,7,log2,10,10,Test,0.8332836060092859,2053.926112856526,0.15240750724266078,8870094.212793902,2974.179746049525
200,7,log2,10,10,Train,0.8451411935942718,1978.4544825453238,0.14684091867401755,8236394.400760472,2869.2925592288693
200,7,log2,15,2,Test,0.8304586630853559,2080.3546253627087,0.1545091280150751,9013756.180640332,2998.29912805746
200,7,log2,15,2,Train,0.8408109346537174,2016.1825382229913,0.14994226930976168,8468369.694089852,2909.2044442190822
200,7,log2,15,5,Test,0.8263957138582342,2109.7441748491187,0.15732285315791036,9238277.413696025,3034.2543309402586
200,7,log2,15,5,Train,0.8374612935706235,2041.6055082269552,0.15224700713746497,8644791.304376941,2939.9520369887423
200,7,log2,15,10,Test,0.8256088911427273,2108.9432034929405,0.157611196806559,9285212.338132948,3040.6040750445554
200,7,log2,15,10,Train,0.8372382991537275,2039.9474880396544,0.15251575269893,8655100.693363318,2941.943907135227
200,7,sqrt,3,2,Test,0.8335770165705867,2055.7338938300495,0.15222674171404707,8856709.770853188,2969.9959095487193
200,7,sqrt,3,2,Train,0.8491573615051639,1966.6984496231175,0.145787398034523,8022021.672266474,2832.272888945881
200,7,sqrt,3,5,Test,0.8363361424472362,2034.8548227740662,0.1502963381599223,8707759.967605153,2945.4596004714863
200,7,sqrt,3,5,Train,0.8517882210977106,1944.7919682346,0.14398822199622693,7882615.587756053,2807.4889646502734
200,7,sqrt,3,10,Test,0.833998480424557,2051.5072383722445,0.151784250551762,8833733.073114173,2967.0686108750633
200,7,sqrt,3,10,Train,0.8482184088820277,1972.5141947937518,0.1462959001065349,8072477.773604478,2840.878937674736
200,7,sqrt,5,2,Test,0.8363792306965088,2032.1998463027999,0.15010642656368586,8699515.305701876,2945.0291572031706
200,7,sqrt,5,2,Train,0.8494274219647211,1953.7244500303411,0.14445837942609085,8009251.842269577,2829.678617704992
200,7,sqrt,5,5,Test,0.8339308949462054,2052.756735318737,0.15208576075327648,8832975.00238734,2965.9285890361743
200,7,sqrt,5,5,Train,0.8473968707576318,1974.3806508750877,0.14641611870717872,8116746.584814156,2848.820948649187
200,7,sqrt,5,10,Test,0.8345474913435152,2042.643818767364,0.15087015463251716,8800445.73258973,2960.620016741028
200,7,sqrt,5,10,Train,0.8482997654732427,1964.4688288450245,0.14533155934482606,8068689.340609901,2840.2351683493216
200,7,sqrt,10,2,Test,0.830439697975514,2077.8281313705875,0.15382942433736738,9017250.927451525,2997.957801611168
200,7,sqrt,10,2,Train,0.8417427258552379,2006.856377936468,0.14856970378148318,8418204.60260886,2901.0830577908987
200,7,sqrt,10,5,Test,0.8301899013831108,2081.6550784123947,0.15420412247854426,9034714.267858181,3001.2886182265574
200,7,sqrt,10,5,Train,0.8422398608044517,2005.4235432449198,0.14871389931909945,8390562.68885926,2896.2074909266594
200,7,sqrt,10,10,Test,0.8294017701763823,2087.6024397851243,0.15458158966812743,9075646.353800338,3008.0997220317154
200,7,sqrt,10,10,Train,0.8409705654492841,2016.0294452391195,0.14941348089131373,8458304.65106989,2908.038631299124
200,7,sqrt,15,2,Test,0.8267679642854994,2104.99305298693,0.15687866230351497,9211052.739863146,3029.8327111915605
200,7,sqrt,15,2,Train,0.8383185371011652,2034.5328283497915,0.15167942837161746,8600521.528641295,2931.9039283415477
200,7,sqrt,15,5,Test,0.8260537056026733,2110.3320377703185,0.15707102663444145,9252475.162714304,3037.822684364196
200,7,sqrt,15,5,Train,0.8369541200106718,2042.1040334377753,0.15218878476114192,8672417.640679467,2944.4272494834286
200,7,sqrt,15,10,Test,0.8272186557731059,2101.371189503224,0.1562374357081151,9190821.321153508,3026.4158130713054
200,7,sqrt,15,10,Train,0.8378551670147154,2036.4589163836438,0.15150813991293413,8624561.102632951,2936.4772366928637
250,3,auto,3,2,Test,0.6789467535265195,3131.307109646118,0.2213486118758261,17073136.52883569,4129.385394955645
250,3,auto,3,2,Train,0.6826622555240176,3113.5968877383875,0.2201526004932583,16876027.775339924,4107.992710559319
250,3,auto,3,5,Test,0.6793621662765743,3130.5679143808093,0.2212434515024652,17049103.711408563,4126.564838411823
250,3,auto,3,5,Train,0.6828243599282551,3113.5298696185764,0.22014305487442948,16867799.53013339,4106.979714314842
250,3,auto,3,10,Test,0.6799005656172679,3128.916173702163,0.22122955451087947,17022020.423823543,4123.2061183476135
250,3,auto,3,10,Train,0.683583093083226,3111.3970344258487,0.2200635356524896,16827201.144149877,4102.036341250101
250,3,auto,5,2,Test,0.6788030647943183,3131.387842243486,0.22133485522395815,17079035.453920435,4130.276336663219
250,3,auto,5,2,Train,0.6826915084516034,3112.488265185637,0.22011606073743942,16874744.57063763,4107.81237499631
250,3,auto,5,5,Test,0.6786609172514535,3130.3200913338496,0.22110999693526287,17086231.4544023,4131.063066531799
250,3,auto,5,5,Train,0.682220449341779,3114.0858383704367,0.2200568588122372,16899875.638914563,4110.887451951525
250,3,auto,5,10,Test,0.6786771634456008,3131.959150833799,0.2212865476483823,17085818.9773554,4131.00438469637
250,3,auto,5,10,Train,0.6823734969810303,3113.6613226431787,0.22009902094887823,16891660.76775682,4109.8894893174065
250,3,auto,10,2,Test,0.6783018589086828,3131.6222768584025,0.22130854936667457,17105898.781314626,4133.474164754063
250,3,auto,10,2,Train,0.6819430672570341,3114.5998995116975,0.2201626967895094,16914387.946156025,4112.649186149037
250,3,auto,10,5,Test,0.6782548435182332,3133.9349607612507,0.22146541783671161,17108422.282025356,4133.821729627632
250,3,auto,10,5,Train,0.6818365112270758,3116.254025228882,0.22026712694162853,16919960.17381809,4113.330448339244
250,3,auto,10,10,Test,0.6784390410893133,3130.978733867417,0.22120163832974757,17098395.21084132,4132.60869807534
250,3,auto,10,10,Train,0.6819919931552446,3113.469192262236,0.22005154372308885,16911818.299439486,4112.335258349479
250,3,auto,15,2,Test,0.6790966425262617,3129.858760708089,0.2211983227521573,17064540.049164217,4128.518962420392
250,3,auto,15,2,Train,0.6826091498668699,3112.222334759051,0.2200096251748934,16878686.84073421,4108.295729668305
250,3,auto,15,5,Test,0.6774840671858579,3137.614261332482,0.2215183046927222,17149027.931939296,4138.7353573583105
250,3,auto,15,5,Train,0.6808947829377437,3121.4098292400176,0.22046293500277675,16970295.942249276,4119.431812672969
250,3,auto,15,10,Test,0.6780899131025248,3135.2544553432826,0.22150528365514663,17118186.061776184,4134.968668513442
250,3,auto,15,10,Train,0.6816239270568054,3117.7646551508806,0.2203251392666191,16931026.215468295,4114.6601878667625
250,3,log2,3,2,Test,0.5923216599626786,3501.5575168118457,0.2846413421246262,21691956.063621167,4653.929392630607
250,3,log2,3,2,Train,0.5958195040016561,3488.7385237805743,0.28343004312468895,21494039.539033335,4636.049694857354
250,3,log2,3,5,Test,0.5879619159843698,3529.8154307551113,0.288069506329565,21907103.317737643,4677.657032924813
250,3,log2,3,5,Train,0.591176889863122,3514.885928353035,0.2867315393738413,21745042.538249187,4662.773687069937
250,3,log2,3,10,Test,0.5806344191474425,3564.10857095622,0.29140502515047567,22298112.58691094,4718.222066186075
250,3,log2,3,10,Train,0.5840957542794399,3547.9936646165356,0.29004319954226254,22121266.01533916,4702.407834445214
250,3,log2,5,2,Test,0.5900360784245124,3517.843936142029,0.2864655315528779,21796401.24369853,4666.60535721071
250,3,log2,5,2,Train,0.5937429888275557,3501.3383963891997,0.2850904494158891,21608556.316360496,4648.166848367724
250,3,log2,5,5,Test,0.5863567144397236,3535.6535654968584,0.2882990580341455,22014375.97495878,4688.166025897787
250,3,log2,5,5,Train,0.5903925394299161,3519.633790632698,0.286783310403668,21781461.28132024,4666.849212653096
250,3,log2,5,10,Test,0.5906019281705773,3517.3584972787867,0.2855692417357799,21767542.549586363,4662.819091333153
250,3,log2,5,10,Train,0.5946544988249276,3500.174609132346,0.28432760530344264,21559752.499185763,4642.7114731960455
250,3,log2,10,2,Test,0.5881109405842986,3524.086603017548,0.2877423825839105,21903327.334406283,4677.612774481027
250,3,log2,10,2,Train,0.5915255968308364,3510.5733407932667,0.2864227233496789,21725587.73482561,4660.838161812159
250,3,log2,10,5,Test,0.5817304794392155,3551.7131643145085,0.2903250929821735,22256080.738222074,4714.136814021918
250,3,log2,10,5,Train,0.5855623560448392,3535.512981420989,0.28899272746902466,22039005.77368418,4694.440795639964
250,3,log2,10,10,Test,0.5913735668325131,3508.6487396175808,0.2854032585039838,21741388.12499366,4658.854063138486
250,3,log2,10,10,Train,0.5949106786997449,3493.209476802159,0.2841702498426125,21542198.909460578,4641.246242312061
250,3,log2,15,2,Test,0.5844612068855959,3543.832663040018,0.2890534141243402,22086793.427698627,4697.240679116806
250,3,log2,15,2,Train,0.5880046865312986,3528.7792447233633,0.287776385436622,21915350.87462656,4680.65788503524
250,3,log2,15,5,Test,0.5875846321119454,3521.2386905940025,0.2872335884604915,21931930.833863344,4680.397609268531
250,3,log2,15,5,Train,0.5910335871782928,3510.88023262998,0.2862433172172446,21751468.40618899,4663.494799141273
250,3,log2,15,10,Test,0.5847866935027933,3535.407511194393,0.2892925835556921,22080512.11144618,4696.132353403288
250,3,log2,15,10,Train,0.5881755142527917,3522.8941607971224,0.2882190245106873,21903505.958687484,4679.84801930414
250,3,sqrt,3,2,Test,0.5813666375101786,3561.7055388681083,0.29106030231884045,22264311.9024252,4715.2671535056215
250,3,sqrt,3,2,Train,0.5851634065368468,3546.100569331074,0.28973544648564437,22063254.971605204,4696.507522966478
250,3,sqrt,3,5,Test,0.5900112879753072,3514.3647892711283,0.2861815721440423,21815519.996083207,4666.703593807177
250,3,sqrt,3,5,Train,0.5935692906634571,3498.6699656360156,0.2849541339951106,21612944.40655884,4648.699888964684
250,3,sqrt,3,10,Test,0.5897442048017666,3519.6663776097193,0.2865356860099112,21806304.913014896,4667.429851450094
250,3,sqrt,3,10,Train,0.5937889942512216,3502.5363114028623,0.2851405034745268,21607483.27381718,4647.821159392074
250,3,sqrt,5,2,Test,0.5860828584876774,3532.9667056670633,0.28791950601300875,22003981.829736706,4689.401538394788
250,3,sqrt,5,2,Train,0.5903344900864079,3516.6617087395994,0.286652586531725,21790421.235958923,4667.1955515319205
250,3,sqrt,5,5,Test,0.5837830927263591,3547.8549083826692,0.29000595867130463,22140735.951367628,4701.717401571034
250,3,sqrt,5,5,Train,0.586828690854454,3534.889090387399,0.28871887997457024,21973419.23555263,4687.251832357959
250,3,sqrt,5,10,Test,0.5906341076721777,3512.696084868857,0.28592505967412774,21763106.347428594,4662.603699485809
250,3,sqrt,5,10,Train,0.5939571776070445,3499.06990818989,0.28475584224802,21597482.091870442,4646.766536736328
250,3,sqrt,10,2,Test,0.5902010789661688,3517.2354888882755,0.28611798527759424,21794747.916514117,4666.253976493232
250,3,sqrt,10,2,Train,0.5934061393013946,3503.5006980643557,0.2849739285757997,21624584.24464441,4649.937116467077
250,3,sqrt,10,5,Test,0.584156337532167,3544.7343442841325,0.28951318871366133,22107705.594107397,4699.701330995513
250,3,sqrt,10,5,Train,0.5877218896796894,3531.7912315126423,0.288462770370541,21929037.26925724,4682.491627055593
250,3,sqrt,10,10,Test,0.5868276012856954,3526.3749843122228,0.2875418423300258,21990853.428381186,4685.778265500866
250,3,sqrt,10,10,Train,0.5904773555965988,3512.307731500495,0.2863563200792951,21776405.46701548,4666.384422726931
250,3,sqrt,15,2,Test,0.580567265984582,3558.5474493508023,0.2911359164870901,22316946.131377738,4720.6353747870735
250,3,sqrt,15,2,Train,0.5843120606569303,3544.6056396255167,0.28997357344629665,22105859.451849233,4701.625562063489
250,3,sqrt,15,5,Test,0.5857133040702068,3534.896212683666,0.28821152118685767,22022108.50303737,4691.018810736011
250,3,sqrt,15,5,Train,0.58922383985128,3523.5049287786446,0.28721295462792973,21849823.23847568,4673.9149401249015
250,3,sqrt,15,10,Test,0.5883169632199523,3525.0201997512813,0.28702159637274216,21907190.132302076,4677.086965305562
250,3,sqrt,15,10,Train,0.5917059395272914,3511.631236969241,0.28594372597659085,21712052.744008,4659.485286864815
250,5,auto,3,2,Test,0.8309323464690298,2035.3911659417413,0.1399360686215405,8996437.837171707,2995.5505193646713
250,5,auto,3,2,Train,0.8396070338402026,1988.4434595962484,0.1373102688946149,8528756.769438315,2920.307752592681
250,5,auto,3,5,Test,0.8301010314254864,2039.1291846815006,0.14015553771543868,9039186.515442297,3002.8109068070085
250,5,auto,3,5,Train,0.8387039290497931,1995.8056098507864,0.13773049160047932,8576837.74838745,2928.540019741221
