P,Q,Fold Number,RMSE,RSS,MSE,MAE,MAPE,R2,AIC,BIC
7,2,2,6.648129951865604,54274.69192026407,44.19763185689256,3.8700232066757243,0.014597898282447418,0.9948134541342019,-4690.488245572935,-4787.637945638369
7,3,0,6.666779904831263,54579.63187973928,44.445954299461974,3.8695970224182084,0.014586530623910337,0.9947843137553223,-4699.36839946527,-4801.631241639412
7,4,0,6.643012837585316,54191.17282007704,44.12961956032331,3.874218900093126,0.014624604768520339,0.9948214353060605,-4674.597116496613,-4735.954821801098
7,5,0,6.641449187518854,54165.66449716488,44.10884731039484,3.872672828345714,0.014612925952562646,0.994823872907861,-4676.018948622941,-4742.489796036133
7,6,0,6.684193987214493,54865.13568970126,44.67844925871436,3.896598669972077,0.01469892844452964,0.9947570307150536,-4693.775274489225,-4765.359264011125
7,6,2,6.670356768241914,54638.2137623945,44.49365941563068,3.900167343089308,0.014724080735292964,0.9947787156098414,-4690.685740205266,-4767.382871835872
7,7,0,6.728051417893094,55587.47798286671,45.26667588181323,3.9377512940550274,0.01485039504970825,0.9946880029361431,-4713.83734767823,-4795.647621417544
7,7,1,6.642602683842016,54184.481270092976,44.12417041538516,3.855881577016018,0.014559574947559783,0.9948220747575189,-4684.445473150885,-4771.368888998905
7,7,2,6.645677504664105,54234.656221086196,44.165029495998546,3.86937292005641,0.014601900708988624,0.9948172799871493,-4687.5820777327735,-4779.618635689501
7,8,0,6.704421569076022,55197.70181119511,44.94926857589181,3.9048695823121804,0.014726870849933514,0.9947252503514714,-4711.1963522908845,-4808.346052356319
7,8,1,6.668131461705237,54601.763990036205,44.46397719058322,3.8924473581983396,0.014685595994704276,0.9947821987879019,-4699.866254097012,-4802.129096271154
7,8,2,6.661708646482997,54496.62864728912,44.37836209062639,3.879150519697215,0.014631616166117878,0.9947922456303248,-4699.499468707457,-4806.875452990305
7,9,0,8.558987440331702,89958.69465261213,73.25626600375583,4.956762400934475,0.01593541591160324,0.9904584160975467,-5278.987530377053,-5294.326956703175
7,9,1,8.661133080859372,92118.69782806985,75.01522624435663,5.0203522109201115,0.016139535824188724,0.990229312600572,-5310.124682493817,-5330.577250928645
7,9,2,8.570123942746749,90192.94595588246,73.44702439404107,4.96497705819252,0.01596166400251853,0.9904335699337263,-5286.181070680857,-5311.746781224393
7,10,0,8.54801719824913,89728.23837047924,73.06859802156289,4.992312556273512,0.016045967628790205,0.9904828597376008,-5281.837602167263,-5312.516454819505
7,10,1,8.600748569994748,90838.6916841195,73.97287596426676,4.990242069320978,0.01604840004628994,0.9903650780878918,-5298.941739565469,-5334.733734326419
7,10,2,8.636313161446388,91591.49136771855,74.58590502257215,5.101292166106235,0.016385185267698915,0.9902852314274824,-5311.07650173235,-5351.981638602007
8,1,0,8.565489198319685,90095.41919362031,73.3676052065312,4.965063540334458,0.015965624341611227,0.9904439142343906,-5282.852500469014,-5303.305068903842
8,1,1,8.556312256854138,89902.46874838103,73.21047943679247,4.962704017204622,0.015953131141528687,0.9904643797699275,-5282.219766938419,-5307.785477481954
8,1,2,8.498423915702265,88690.1007146037,72.22320905098023,4.933767567383964,0.01585036930901661,0.9905929711346602,-5267.5470596703035,-5298.225912322546
8,2,0,8.615278669637059,91145.87661015805,74.22302655550324,5.037759033505436,0.01616612888728733,0.9903324961261738,-5303.087403683907,-5338.879398444857
8,2,1,8.636447610600358,91594.3431620316,74.58822733064466,5.046190237265976,0.016208187775546785,0.9902849289482744,-5311.114736167077,-5352.019873036734
8,2,2,8.668708368557123,92279.90786872535,75.14650477909225,5.099437104246685,0.016371201372696383,0.9902122136516069,-5322.271835175503,-5368.290114153867
8,3,0,8.653962417052432,91966.22845334832,74.89106551575597,5.11842710060096,0.01644093135582404,0.9902454844596356,-5320.090486226316,-5371.2219073133865
8,3,2,8.761702412329667,94270.40301121047,76.76742916222365,5.183040308289477,0.016646129590881593,0.990001089240756,-5356.478393518308,-5422.9492409315
8,4,0,8.50914386820903,88913.99006621185,72.40552936987936,4.938945688481053,0.015884298313574755,0.9905692240244838,-5268.6431175167545,-5294.20882806029
8,4,2,8.550818883207466,89787.06638815651,73.11650357341739,5.0220007263094315,0.01613828411449212,0.9904766200687322,-5282.642445056741,-5313.321297708983
8,5,0,8.620123323054287,91248.41405652797,74.30652610466448,5.041212737189576,0.016177174502558303,0.9903216203608967,-5304.468104767772,-5340.260099528722
8,5,2,8.625968203268961,91372.1981009952,74.4073274438071,5.018729294893349,0.016121628314943647,0.9903084910480423,-5308.13283284079,-5349.037969710446
8,6,0,8.536479369379759,89486.17746928317,72.87148002384627,4.963086718180218,0.01595109111361312,0.9905085342364047,-5284.5203359078805,-5330.538614886244
8,6,2,8.565248781083135,90090.36164530703,73.36348668184603,5.004976842310437,0.016081952783546523,0.9904444506697153,-5294.783564182238,-5345.914985269308
8,7,0,8.593181760155433,90678.92495304755,73.84277276306801,5.025768964419108,0.01615522942451004,0.9903820239503816,-5304.780036475101,-5361.024599670879
8,7,1,8.721132066127486,93399.40146421995,76.05814451483714,5.170293322772432,0.016591583123102514,0.9900934731328508,-5345.079675621114,-5411.550523034306
8,7,2,8.72436351061483,93468.6289210468,76.11451866534757,5.161028853455071,0.016569988133294446,0.9900861304341799,-5347.98952971116,-5419.573519233059
8,8,0,8.616279290170036,91167.05009402965,74.24026880621304,5.059416118548634,0.01625944727563478,0.9903302503335504,-5301.372638952533,-5332.051491604775
