P,Q,Fold Number,RMSE,RSS,MSE,MAE,MAPE,R2,AIC,BIC
8,8,1,8.62409651568253,91332.54999409964,74.37504071180749,5.061700905499765,0.016266270530196945,0.9903126963751646,-5305.599865016585,-5341.391859777535
8,8,2,8.562198126943933,90026.19874747182,73.31123676504217,5.036480970105711,0.01616940679826744,0.9904512561894651,-5289.9086635989415,-5330.813800468598
8,9,0,8.525677279613518,89259.8485374731,72.68717307611819,4.946799428239288,0.015911180099056375,0.9905325401037727,-5281.410537239842,-5327.428816218206
8,9,1,8.631522894790113,91489.91422947505,74.5031874832858,5.063728022259785,0.016253090479162707,0.9902960053364509,-5313.713864842433,-5364.845285929504
8,9,2,8.675272057724623,92419.70399836019,75.26034527553755,5.1238900257401685,0.01644872224147295,0.9901973859964781,-5328.130741951081,-5384.375305146859
8,10,0,8.667343310251004,92250.84759092049,75.12284005775287,5.126591631381659,0.016461755201617904,0.9902152959671071,-5327.885059308787,-5389.242764613272
8,10,1,8.687141780744883,92672.77888744144,75.46643231876334,5.169478884661508,0.016596864174487146,0.9901705432849748,-5335.48880547273,-5401.959652885922
8,10,2,8.713440162251077,93234.72045826774,75.92403946113012,5.171529845697195,0.01659435531100195,0.9901109402341856,-5344.9125657088425,-5416.496555230742
9,1,0,8.65996577342053,92093.8688376889,74.99500719681497,5.132491584597723,0.016476598701558775,0.9902319461191647,-5331.793651870613,-5408.490783501219
9,1,1,8.629658805049194,91450.40162043949,74.47101109156294,5.057193184738524,0.016251280101235548,0.9903001962918196,-5307.183402386141,-5342.975397147091
9,1,2,8.564829124916173,90081.53386910715,73.35629793901239,5.055560271111697,0.016243627751835944,0.9904453869990786,-5290.663228997319,-5331.568365866975
9,2,0,8.677700189710091,92471.44615530332,75.30248058249444,5.1155852915647015,0.016407910241820405,0.9901918978984829,-5324.818058464954,-5370.836337443318
9,2,1,8.535785154967293,89471.6234440413,72.85962821176008,4.986736576351872,0.016027128260301865,0.99051007792769,-5286.320597836166,-5337.452018923236
9,2,2,8.641894426380102,91709.91263178694,74.68233927669957,5.094759399289632,0.016355111156796942,0.9902726709247838,-5318.663192606887,-5374.907755802665
9,3,0,8.604002622060205,90907.44145587439,74.0288611204189,5.053274671591618,0.01623597323137978,0.9903577860554984,-5309.870779675243,-5371.228484979728
9,3,1,8.630560294906765,91469.50919293797,74.4865710040212,5.073101408053437,0.01629828836721713,0.9902981696227259,-5319.4399529060875,-5385.91080031928
9,3,2,8.670078040613236,92309.0709668377,75.17025323032392,5.156203599701812,0.016555028885606976,0.9902091204303395,-5332.6598570932365,-5404.243846615136
9,4,0,8.700171562080477,92950.98583743039,75.69298520963383,5.165916327500122,0.01658134713885559,0.9901410349093163,-5343.169782322876,-5419.866913953482
9,4,1,8.710437805053164,93170.48045599884,75.87172675569934,5.159328603447119,0.016568859467664145,0.9901177539321155,-5348.066165227284,-5429.876438966598
9,4,2,8.6422898878374,91718.30629265157,74.68917450541669,5.0712656364225355,0.0162997299549654,0.9902717806404183,-5312.77557897371,-5353.680715843367
9,5,0,8.666436479820268,92231.54490575669,75.1071212587595,5.117590985992472,0.016434345437513754,0.990217343331075,-5321.62808413466,-5367.646363113024
9,5,2,8.639860723942311,91666.75340816056,74.64719332912091,5.095833137837632,0.01636830627118055,0.9902772486629889,-5316.0851525679145,-5367.216573654985
9,6,0,8.549304768622951,89755.27156890932,73.09061202679926,5.014557916897576,0.016122275414802933,0.9904799924268648,-5292.207516572598,-5348.452079768376
9,6,2,8.650483364365614,91892.29907284015,74.83086243716627,5.125343713871085,0.016474872021821806,0.9902533258738502,-5323.102930355199,-5384.460635659683
9,7,0,8.675446024885643,92423.41066130465,75.26336373070414,5.116746316154165,0.016443191957630447,0.9901969928445363,-5332.1799921717875,-5398.65083958498
9,7,1,8.792345274717706,94930.95190785675,77.30533542985077,5.170802255018637,0.01660666230682373,0.9899310272779479,-5367.052934024333,-5438.6369235462325
9,7,2,8.71571349141909,93283.37652401181,75.96366166450471,5.172113270865958,0.01660334260403783,0.990105779466397,-5347.553250457996,-5424.250382088602
9,8,0,8.733039956969256,93654.63190094651,76.26598689002165,5.171959767622971,0.016601030822932836,0.990066401790432,-5354.43082678499,-5436.241100524304
9,8,1,8.716689208894746,93304.26369875947,75.98067076446208,5.167028043185511,0.016587003311151965,0.9901035640415167,-5351.828182395253,-5438.751598243273
9,8,2,8.64283444290838,91729.86509083878,74.69858720752342,5.0893236297309,0.016351811043943423,0.9902705546417181,-5314.930327904544,-5360.948606882908
9,9,0,8.642363329387981,91719.86513026034,74.6904439171501,5.063971732260171,0.016262661166166405,0.9902716153003154,-5316.796449794309,-5367.92787088138
9,9,1,8.695975679418636,92861.35142492561,75.61999301704036,5.162764484558069,0.016584555314827897,0.9901505420978183,-5339.9850271153855,-5411.569016637285
9,9,2,8.761295471383082,94261.64635768582,76.76029833687774,5.204234642582648,0.01670699986335574,0.9900020180264019,-5360.364320918215,-5437.061452548821
9,10,0,8.736855586595272,93736.4887243738,76.33264554102097,5.1939624932717186,0.01667787438816002,0.9900577195418542,-5355.503665084124,-5437.313938823438
9,10,1,8.740030377510488,93804.6248677619,76.38813099980618,5.178884952504723,0.016620092236525365,0.9900504925947377,-5358.395962097397,-5445.319377945418
9,10,2,8.722914467049655,93437.582789742,76.08923679946416,5.166163817785839,0.01658466648311698,0.9900894233817692,-5355.581574841773,-5447.6181327985005
10,1,0,8.676000476419564,92435.22467967031,75.2729842668325,5.126301226745927,0.016460207301716778,0.9901957397755817,-5326.336951185858,-5377.468372272929
10,1,1,8.689215196970972,92717.02178782516,75.50246073927123,5.144078257863222,0.016494604864031592,0.9901658506052096,-5332.074924908694,-5388.319488104472
10,1,2,8.71193662691615,93202.54726384307,75.89783979140313,5.146850706306714,0.016506673748418077,0.9901143527251649,-5340.48873753727,-5401.846442841755
10,2,0,8.72807439737337,93548.15913851178,76.17928268608445,5.154178195666755,0.016539264546282764,0.9900776949600364,-5347.033961218591,-5413.504808631783
10,2,1,8.726844084533054,93521.78782582046,76.15780767574957,5.175170788171291,0.016604949528634488,0.9900804920670158,-5348.687738078799,-5420.271727600699
10,2,2,8.724216930064534,93465.48816058866,76.11196104282459,5.1727777677619535,0.016597085607275314,0.9900864635629513,-5349.948265399397,-5426.645397030004
10,3,0,8.769246213085793,94432.80599094357,76.89967914571955,5.204543172530398,0.016703017959716935,0.9899838637611833,-5364.592092690724,-5446.402366430038
10,3,1,8.820323374134738,95536.07223304974,77.79810442430757,5.235836007412061,0.016800816707328695,0.9898668444174006,-5380.855757246196,-5467.779173094216
10,3,2,8.708223926196261,93123.12532909821,75.83316394877697,5.16175322818706,0.01656947047653106,0.9901227767141633,-5351.441859343661,-5443.478417300389
10,4,0,8.739166164673188,93786.07501162795,76.37302525376863,5.189561253901485,0.016657409689641384,0.9900524601089324,-5362.153101194149,-5459.302801259583
10,4,1,8.682801198688693,92580.19301350636,75.39103665594985,5.131679743790758,0.016474670612947162,0.990180363524005,-5330.261343786238,-5386.505906982016
10,4,2,8.723504229096717,93450.21797106387,76.09952603506825,5.178609930760018,0.016607981125006423,0.9900880832151163,-5343.7476210216055,-5405.10532632609
10,5,0,8.729692514343943,93582.84855305102,76.20753139499267,5.165858848101534,0.016571165539519483,0.9900740155829553,-5347.489242276153,-5413.960089689345
10,5,1,8.73437784780992,93683.32964484794,76.28935638831271,5.176531045460638,0.01661582669860145,0.9900633579275536,-5350.807054106946,-5422.391043628846
10,5,2,8.751468658444615,94050.31411871873,76.58820367973838,5.178939545522181,0.01661905849998543,0.9900244332503798,-5357.6080849601485,-5434.305216590755
10,6,0,8.727816357407077,93542.6278366685,76.17477836862265,5.168101957700386,0.016586986043648354,0.9900782816446346,-5352.961350067875,-5434.771623807189
10,6,1,8.759312987872566,94218.99261596198,76.72556401951297,5.1924862412912525,0.01666010865070763,0.990006542150023,-5363.808520640622,-5450.7319364886425
10,6,2,8.741506193977676,93836.30670232189,76.41393053935008,5.183205831164125,0.016637338639813516,0.9900471322204702,-5360.810640205033,-5452.847198161761
10,7,0,8.732821092207983,93649.93767261351,76.26216422851259,5.174319133491287,0.01660901753974908,0.9900668996897588,-5360.369274497105,-5457.518974562539
10,7,1,8.783618399941252,94742.59729642585,77.15195219578654,5.202588658869514,0.016691097688687134,0.9899510053504991,-5376.614011572164,-5478.876853746306
10,8,0,8.721508932253881,93407.47377201184,76.06471805538422,5.161083497695519,0.0165662269139935,0.9900926169332097,-5343.1858044128085,-5404.543509717293
10,8,1,8.68217305326849,92566.79832223507,75.38012892690149,5.145448741379299,0.016503788542801427,0.9901817842490511,-5334.083661385987,-5400.5545087991795
10,9,0,8.702941647695148,93010.1854008733,75.7411933231868,5.163206821073254,0.016564041024277536,0.9901347558319712,-5341.951634425439,-5413.5356239473385
10,9,1,8.73526097547965,93702.27513235787,76.30478430973766,5.17560174816465,0.016612978536764165,0.9900613484502113,-5353.055366230698,-5429.752497861305
10,10,0,8.711433019284758,93191.77212636729,75.88906524948479,5.17441160060583,0.0166022026451354,0.9901154956038902,-5348.346760368886,-5430.1570341082
10,10,1,8.716046228246801,93290.49915540453,75.96946185293528,5.1698185098842036,0.016585778436067615,0.9901050239953967,-5351.647010544425,-5438.570426392445
